,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,460000.0,460000.0,540000.0,540000.0
Total Liab,378503000.0,378503000.0,417744000.0,417744000.0
Total Stockholder Equity,964401000.0,964401000.0,518381000.0,518381000.0
Other Current Liab,34607000.0,34607000.0,31979000.0,31979000.0
Total Assets,1342904000.0,1342904000.0,936125000.0,936125000.0
Common Stock,1859597000.0,1859597000.0,1424847000.0,1424847000.0
Retained Earnings,-832071000.0,-832071000.0,-872677000.0,-872677000.0
Other Liab,153272000.0,153272000.0,156061000.0,156061000.0
Treasury Stock,-63125000.0,-63125000.0,-33789000.0,-33789000.0
Other Assets,66569000.0,66569000.0,74615000.0,74615000.0
Cash,312631000.0,312631000.0,101731000.0,101731000.0
Total Current Liabilities,76564000.0,76564000.0,95098000.0,95098000.0
Short Long Term Debt,16576000.0,16576000.0,34148000.0,34148000.0
Other Stockholder Equity,-63125000.0,-63125000.0,-33789000.0,-33789000.0
Property Plant Equipment,645236000.0,645236000.0,681908000.0,681908000.0
Total Current Assets,630639000.0,630639000.0,179062000.0,179062000.0
Net Tangible Assets,963941000.0,963941000.0,517841000.0,517841000.0
Short Term Investments,200000000.0,200000000.0,,
Net Receivables,58026000.0,58026000.0,5426000.0,5426000.0
Long Term Debt,147112000.0,147112000.0,164851000.0,164851000.0
Inventory,58315000.0,58315000.0,68132000.0,68132000.0
Accounts Payable,7767000.0,7767000.0,13180000.0,13180000.0
