,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,6257000.0,1466000.0,1810000.0,2157000.0
Capital Surplus,22309000.0,19959000.0,20864000.0,20536000.0
Total Liab,643889000.0,580812000.0,521142000.0,546550000.0
Total Stockholder Equity,693510000.0,524803000.0,392257000.0,455757000.0
Other Current Liab,191542000.0,115937000.0,73480000.0,101203000.0
Total Assets,1496906000.0,1265122000.0,1072906000.0,1002307000.0
Common Stock,356463000.0,321061000.0,276617000.0,435656000.0
Other Current Assets,27200000.0,,,
Retained Earnings,284235000.0,132520000.0,18989000.0,-76195000.0
Other Liab,133770000.0,131552000.0,124906000.0,120342000.0
Treasury Stock,30503000.0,51263000.0,75787000.0,75760000.0
Other Assets,93258000.0,81620000.0,33954000.0,31706000.0
Cash,609316000.0,489640000.0,408500000.0,330215000.0
Total Current Liabilities,293767000.0,205442000.0,174765000.0,179734000.0
Other Stockholder Equity,30503000.0,51263000.0,75787000.0,75760000.0
Property Plant Equipment,581091000.0,522538000.0,481648000.0,462784000.0
Total Current Assets,807539000.0,651667000.0,550338000.0,501647000.0
Long Term Investments,8761000.0,7831000.0,5156000.0,4013000.0
Net Tangible Assets,687253000.0,523337000.0,390447000.0,453600000.0
Net Receivables,98755000.0,71171000.0,46340000.0,84458000.0
Long Term Debt,214951000.0,242369000.0,219965000.0,244830000.0
Inventory,66814000.0,66988000.0,66900000.0,59283000.0
Accounts Payable,83395000.0,88796000.0,60364000.0,57076000.0
Short Term Investments,,17560000.0,17291000.0,17291000.0
Short Long Term Debt,,,40017000.0,20442000.0
