,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,212600000.0,212600000.0,182372000.0,182372000.0
Total Liab,1838400000.0,1838400000.0,1558334000.0,1558334000.0
Total Stockholder Equity,1111800000.0,1111800000.0,1120010000.0,1120010000.0
Minority Interest,75700000.0,75700000.0,77385000.0,77385000.0
Other Current Liab,218500000.0,218500000.0,199918000.0,199918000.0
Total Assets,3025900000.0,3025900000.0,2755729000.0,2755729000.0
Common Stock,1166800000.0,1166800000.0,1149601000.0,1149601000.0
Other Current Assets,565000000.0,565000000.0,458708000.0,458708000.0
Retained Earnings,2000000.0,2000000.0,-19634000.0,-19634000.0
Other Liab,96500000.0,96500000.0,60772000.0,60772000.0
Good Will,1068900000.0,1068900000.0,930309000.0,930309000.0
Treasury Stock,-57000000.0,-57000000.0,-9957000.0,-9957000.0
Other Assets,48100000.0,48100000.0,66553000.0,66553000.0
Cash,247700000.0,247700000.0,210644000.0,210644000.0
Total Current Liabilities,858600000.0,858600000.0,1149408000.0,1149408000.0
Deferred Long Term Asset Charges,24300000.0,24300000.0,17431000.0,17431000.0
Short Long Term Debt,7900000.0,7900000.0,2840000.0,2840000.0
Other Stockholder Equity,-43300000.0,-43300000.0,1252000.0,1252000.0
Property Plant Equipment,93100000.0,93100000.0,93550000.0,93550000.0
Total Current Assets,1472600000.0,1472600000.0,1352283000.0,1352283000.0
Long Term Investments,130600000.0,130600000.0,130662000.0,130662000.0
Net Tangible Assets,-169700000.0,-169700000.0,7329000.0,7329000.0
Net Receivables,659900000.0,659900000.0,682931000.0,682931000.0
Long Term Debt,854100000.0,854100000.0,318222000.0,318222000.0
Accounts Payable,91500000.0,91500000.0,99827000.0,99827000.0
