,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,84768000.0,89697000.0,89847000.0,91992000.0
Total Liab,1952788000.0,1995605000.0,1894562000.0,1633827000.0
Total Stockholder Equity,5126092000.0,5084931000.0,4944170000.0,4758633000.0
Other Current Liab,233850000.0,268011000.0,171974000.0,114262000.0
Total Assets,7078880000.0,7080536000.0,6838732000.0,6392460000.0
Common Stock,3332981000.0,3289497000.0,3534465000.0,3640528000.0
Retained Earnings,1726197000.0,1528481000.0,1346176000.0,1178381000.0
Other Liab,1479760000.0,1443982000.0,1390464000.0,1253902000.0
Treasury Stock,66914000.0,266953000.0,63529000.0,-60276000.0
Other Assets,50037000.0,50555000.0,47166000.0,43585000.0
Cash,792239000.0,847638000.0,848524000.0,537385000.0
Total Current Liabilities,453835000.0,532348000.0,487672000.0,359798000.0
Deferred Long Term Asset Charges,34341000.0,34083000.0,32439000.0,25178000.0
Other Stockholder Equity,66914000.0,266953000.0,63529000.0,-60276000.0
Property Plant Equipment,5840568000.0,5804199000.0,5477422000.0,5292624000.0
Total Current Assets,1016087000.0,1036670000.0,1050410000.0,701599000.0
Long Term Investments,87420000.0,99415000.0,173887000.0,262660000.0
Net Tangible Assets,5041324000.0,4995234000.0,4854323000.0,4666641000.0
Net Receivables,46576000.0,23162000.0,26077000.0,28841000.0
Inventory,160053000.0,149203000.0,151288000.0,112425000.0
Accounts Payable,202950000.0,208736000.0,277704000.0,216297000.0
