,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,321000.0,321000.0,491000.0,491000.0
Total Liab,19939000.0,19939000.0,22840000.0,22840000.0
Total Stockholder Equity,130348000.0,130348000.0,124230000.0,124230000.0
Deferred Long Term Liab,163000.0,163000.0,158000.0,158000.0
Other Current Liab,5190000.0,5190000.0,9932000.0,9932000.0
Total Assets,150287000.0,150287000.0,147070000.0,147070000.0
Common Stock,113375000.0,113375000.0,113177000.0,113177000.0
Other Current Assets,4121000.0,4121000.0,879000.0,879000.0
Retained Earnings,-5997000.0,-5997000.0,-7461000.0,-7461000.0
Other Liab,4083000.0,4083000.0,3442000.0,3442000.0
Treasury Stock,22970000.0,22970000.0,18514000.0,18514000.0
Other Assets,14359000.0,14359000.0,12416000.0,12416000.0
Cash,87895000.0,87895000.0,91781000.0,91781000.0
Total Current Liabilities,14574000.0,14574000.0,18024000.0,18024000.0
Deferred Long Term Asset Charges,13528000.0,13528000.0,11746000.0,11746000.0
Other Stockholder Equity,22970000.0,22970000.0,18514000.0,18514000.0
Property Plant Equipment,8983000.0,8983000.0,9616000.0,9616000.0
Total Current Assets,126624000.0,126624000.0,124547000.0,124547000.0
Net Tangible Assets,130027000.0,130027000.0,123739000.0,123739000.0
Net Receivables,20080000.0,20080000.0,16946000.0,16946000.0
Inventory,12313000.0,12313000.0,11838000.0,11838000.0
Accounts Payable,5165000.0,5165000.0,3385000.0,3385000.0
