,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,83520000.0,83520000.0,66782000.0,66782000.0
Total Liab,410949000.0,410949000.0,662175000.0,662175000.0
Total Stockholder Equity,1724782000.0,1724782000.0,943673000.0,943673000.0
Minority Interest,830000.0,830000.0,2678000.0,2678000.0
Other Current Liab,4337000.0,4337000.0,1593000.0,1593000.0
Total Assets,2136561000.0,2136561000.0,1608526000.0,1608526000.0
Common Stock,1784937000.0,1784937000.0,975317000.0,975317000.0
Other Current Assets,13735000.0,13735000.0,6695000.0,6695000.0
Retained Earnings,-166847000.0,-166847000.0,-90355000.0,-90355000.0
Other Liab,73084000.0,73084000.0,3856000.0,3856000.0
Good Will,39422000.0,39422000.0,39807000.0,39807000.0
Treasury Stock,106692000.0,106692000.0,58711000.0,58711000.0
Other Assets,184012000.0,184012000.0,78461000.0,78461000.0
Cash,458795000.0,458795000.0,606041000.0,606041000.0
Total Current Liabilities,219411000.0,219411000.0,193552000.0,193552000.0
Deferred Long Term Asset Charges,177590000.0,177590000.0,78291000.0,78291000.0
Short Long Term Debt,3686000.0,3686000.0,4278000.0,4278000.0
Other Stockholder Equity,106692000.0,106692000.0,58711000.0,58711000.0
Property Plant Equipment,8250000.0,8250000.0,12126000.0,12126000.0
Total Current Assets,1799705000.0,1799705000.0,1405291000.0,1405291000.0
Long Term Investments,21652000.0,21652000.0,6059000.0,6059000.0
Net Tangible Assets,1601840000.0,1601840000.0,837084000.0,837084000.0
Short Term Investments,13121000.0,13121000.0,10660000.0,10660000.0
Net Receivables,1314054000.0,1314054000.0,781895000.0,781895000.0
Long Term Debt,113822000.0,113822000.0,457322000.0,457322000.0
Accounts Payable,204038000.0,204038000.0,180730000.0,180730000.0
