,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,19069700000.0,19069700000.0,17920500000.0,17920500000.0
Total Stockholder Equity,18828400000.0,18828400000.0,18954600000.0,18954600000.0
Minority Interest,166000000.0,166000000.0,165200000.0,165200000.0
Other Current Liab,512900000.0,512900000.0,660600000.0,660600000.0
Total Assets,38064100000.0,38064100000.0,37040300000.0,37040300000.0
Common Stock,9990800000.0,9990800000.0,9989200000.0,9989200000.0
Other Current Assets,2278200000.0,2278200000.0,233800000.0,233800000.0
Retained Earnings,8733500000.0,8733500000.0,8852000000.0,8852000000.0
Other Liab,728800000.0,728800000.0,1062100000.0,1062100000.0
Treasury Stock,104100000.0,104100000.0,113400000.0,113400000.0
Other Assets,469300000.0,469300000.0,1300600000.0,1300600000.0
Cash,378100000.0,378100000.0,927200000.0,927200000.0
Total Current Liabilities,2850100000.0,2850100000.0,2976200000.0,2976200000.0
Deferred Long Term Asset Charges,34000000.0,34000000.0,32400000.0,32400000.0
Short Long Term Debt,1323800000.0,1323800000.0,1741900000.0,1741900000.0
Other Stockholder Equity,104100000.0,104100000.0,113400000.0,113400000.0
Property Plant Equipment,31347100000.0,31347100000.0,31444000000.0,31444000000.0
Total Current Assets,3044300000.0,3044300000.0,1533200000.0,1533200000.0
Long Term Investments,3203400000.0,3203400000.0,2762500000.0,2762500000.0
Net Tangible Assets,18828400000.0,18828400000.0,18954600000.0,18954600000.0
Net Receivables,385900000.0,385900000.0,372200000.0,372200000.0
Long Term Debt,15371300000.0,15371300000.0,13756800000.0,13756800000.0
Accounts Payable,264200000.0,264200000.0,234600000.0,234600000.0
