,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,465687000.0,465687000.0,468570000.0,468570000.0
Total Liab,5732734000.0,5732734000.0,6462732000.0,6462732000.0
Total Stockholder Equity,5829338000.0,5829338000.0,5573753000.0,5573753000.0
Minority Interest,94549000.0,94549000.0,90645000.0,90645000.0
Other Current Liab,1257421000.0,1257421000.0,784018000.0,784018000.0
Total Assets,11656621000.0,11656621000.0,12127130000.0,12127130000.0
Common Stock,4078191000.0,4078191000.0,4001057000.0,4001057000.0
Retained Earnings,1834480000.0,1834480000.0,1397417000.0,1397417000.0
Other Liab,369481000.0,369481000.0,439839000.0,439839000.0
Good Will,6140144000.0,6140144000.0,6486334000.0,6486334000.0
Treasury Stock,-83333000.0,-83333000.0,175279000.0,175279000.0
Other Assets,99337000.0,99337000.0,127287000.0,127287000.0
Cash,856841000.0,856841000.0,1230149000.0,1230149000.0
Total Current Liabilities,2156920000.0,2156920000.0,2070133000.0,2070133000.0
Deferred Long Term Asset Charges,60684000.0,60684000.0,70759000.0,70759000.0
Short Long Term Debt,323625000.0,323625000.0,364198000.0,364198000.0
Other Stockholder Equity,-82861000.0,-82861000.0,175426000.0,175426000.0
Property Plant Equipment,2460525000.0,2460525000.0,2498080000.0,2498080000.0
Total Current Assets,2383276000.0,2383276000.0,2455105000.0,2455105000.0
Long Term Investments,107652000.0,107652000.0,91754000.0,91754000.0
Net Tangible Assets,-776493000.0,-776493000.0,-1381151000.0,-1381151000.0
Net Receivables,1209979000.0,1209979000.0,986770000.0,986770000.0
Long Term Debt,2162360000.0,2162360000.0,2872429000.0,2872429000.0
Inventory,247551000.0,247551000.0,163425000.0,163425000.0
Accounts Payable,,,362027000.0,362027000.0
