,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,10997000000.0,10997000000.0,3100000000.0,3100000000.0
Total Liab,817358000000.0,817358000000.0,843872000000.0,843872000000.0
Total Stockholder Equity,72052000000.0,72052000000.0,68023000000.0,68023000000.0
Minority Interest,49000000.0,49000000.0,51000000.0,51000000.0
Other Current Liab,5579000000.0,5579000000.0,8271000000.0,8271000000.0
Total Assets,889459000000.0,889459000000.0,911946000000.0,911946000000.0
Common Stock,41604000000.0,41604000000.0,40509000000.0,40509000000.0
Other Current Assets,8276000000.0,8276000000.0,5683000000.0,5683000000.0
Retained Earnings,29097000000.0,29097000000.0,26533000000.0,26533000000.0
Other Liab,51438000000.0,51438000000.0,13241000000.0,13241000000.0
Treasury Stock,1351000000.0,1351000000.0,981000000.0,981000000.0
Other Assets,694757000000.0,694757000000.0,703811000000.0,703811000000.0
Cash,33877000000.0,33877000000.0,30129000000.0,30129000000.0
Total Current Liabilities,611776000000.0,611776000000.0,704393000000.0,704393000000.0
Deferred Long Term Asset Charges,2335000000.0,2335000000.0,3064000000.0,3064000000.0
Other Stockholder Equity,1954000000.0,1954000000.0,1544000000.0,1544000000.0
Property Plant Equipment,3337000000.0,3337000000.0,3910000000.0,3910000000.0
Total Current Assets,85675000000.0,85675000000.0,98518000000.0,98518000000.0
Long Term Investments,94693000000.0,94693000000.0,94210000000.0,94210000000.0
Net Tangible Assets,61055000000.0,61055000000.0,56526000000.0,56526000000.0
Net Receivables,221000000.0,221000000.0,1162000000.0,1162000000.0
Long Term Debt,154144000000.0,154144000000.0,123881000000.0,123881000000.0
Accounts Payable,585401000000.0,585401000000.0,592381000000.0,592381000000.0
Good Will,,,8397000000.0,8397000000.0
Short Long Term Debt,,,33916000000.0,33916000000.0
Short Term Investments,,,20401000000.0,20401000000.0
