,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,742822000.0,742822000.0,561299000.0,561299000.0
Total Stockholder Equity,5108513000.0,5108513000.0,4722239000.0,4722239000.0
Other Current Liab,24837000.0,24837000.0,11511000.0,11511000.0
Total Assets,5851335000.0,5851335000.0,5283538000.0,5283538000.0
Common Stock,2902506000.0,2902506000.0,2883783000.0,2883783000.0
Retained Earnings,462030000.0,462030000.0,1599337000.0,1599337000.0
Other Liab,716257000.0,716257000.0,547677000.0,547677000.0
Treasury Stock,1743977000.0,1743977000.0,239119000.0,239119000.0
Cash,190481000.0,190481000.0,168728000.0,168728000.0
Total Current Liabilities,25660000.0,25660000.0,12567000.0,12567000.0
Other Stockholder Equity,1743977000.0,1743977000.0,239119000.0,239119000.0
Property Plant Equipment,1584000.0,1584000.0,1789000.0,1789000.0
Total Current Assets,218151000.0,218151000.0,212825000.0,212825000.0
Long Term Investments,5631600000.0,5631600000.0,5068924000.0,5068924000.0
Net Tangible Assets,5108513000.0,5108513000.0,4722239000.0,4722239000.0
Short Term Investments,20777000.0,20777000.0,12500000.0,12500000.0
Net Receivables,6893000.0,6893000.0,31597000.0,31597000.0
