,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,9042000.0,9042000.0,5367000.0,5367000.0
Total Liab,128879000.0,128879000.0,74120000.0,74120000.0
Total Stockholder Equity,193907000.0,193907000.0,189719000.0,189719000.0
Other Current Liab,108230000.0,108230000.0,54092000.0,54092000.0
Total Assets,322786000.0,322786000.0,263839000.0,263839000.0
Common Stock,268809000.0,268809000.0,265763000.0,265763000.0
Other Current Assets,8150000.0,8150000.0,8429000.0,8429000.0
Retained Earnings,-105827000.0,-105827000.0,-102418000.0,-102418000.0
Other Liab,1714000.0,1714000.0,1416000.0,1416000.0
Treasury Stock,30925000.0,30925000.0,26374000.0,26374000.0
Other Assets,15239000.0,15239000.0,16065000.0,16065000.0
Cash,130054000.0,130054000.0,103761000.0,103761000.0
Total Current Liabilities,126866000.0,126866000.0,69893000.0,69893000.0
Deferred Long Term Asset Charges,13856000.0,13856000.0,13984000.0,13984000.0
Other Stockholder Equity,30925000.0,30925000.0,26374000.0,26374000.0
Property Plant Equipment,19715000.0,19715000.0,21794000.0,21794000.0
Total Current Assets,202610000.0,202610000.0,150308000.0,150308000.0
Long Term Investments,76180000.0,76180000.0,70305000.0,70305000.0
Net Tangible Assets,184865000.0,184865000.0,184352000.0,184352000.0
Short Term Investments,30931000.0,30931000.0,10823000.0,10823000.0
Net Receivables,30673000.0,30673000.0,25012000.0,25012000.0
Inventory,73000.0,73000.0,60000.0,60000.0
Accounts Payable,13703000.0,13703000.0,665000.0,665000.0
