,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,357907000.0,357907000.0,290159000.0,290159000.0
Total Liab,1278082000.0,1278082000.0,920215000.0,920215000.0
Total Stockholder Equity,745946000.0,745946000.0,515002000.0,515002000.0
Other Current Liab,32862000.0,32862000.0,15145000.0,15145000.0
Total Assets,2024028000.0,2024028000.0,1435217000.0,1435217000.0
Common Stock,1295211000.0,1295211000.0,738058000.0,738058000.0
Other Current Assets,15683000.0,15683000.0,309372000.0,309372000.0
Retained Earnings,-320762000.0,-320762000.0,-306050000.0,-306050000.0
Other Liab,171230000.0,171230000.0,327142000.0,327142000.0
Good Will,126110000.0,126110000.0,78773000.0,78773000.0
Treasury Stock,-228503000.0,-228503000.0,82994000.0,82994000.0
Other Assets,226348000.0,226348000.0,7923000.0,7923000.0
Cash,657849000.0,657849000.0,222016000.0,222016000.0
Total Current Liabilities,168824000.0,168824000.0,106974000.0,106974000.0
Deferred Long Term Asset Charges,103267000.0,103267000.0,6439000.0,6439000.0
Short Long Term Debt,2604000.0,2604000.0,,
Other Stockholder Equity,-226612000.0,-226612000.0,96295000.0,96295000.0
Property Plant Equipment,109358000.0,109358000.0,119226000.0,119226000.0
Total Current Assets,1204305000.0,1204305000.0,939136000.0,939136000.0
Net Tangible Assets,261929000.0,261929000.0,146070000.0,146070000.0
Short Term Investments,452814000.0,452814000.0,350516000.0,350516000.0
Net Receivables,35029000.0,35029000.0,57232000.0,57232000.0
Long Term Debt,854078000.0,854078000.0,394873000.0,394873000.0
Accounts Payable,13386000.0,13386000.0,29935000.0,29935000.0
