,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,3176000000.0,3176000000.0,1239000000.0,1239000000.0
Total Liab,25688000000.0,25688000000.0,23010000000.0,23010000000.0
Total Stockholder Equity,6380000000.0,6380000000.0,6077000000.0,6077000000.0
Minority Interest,292000000.0,292000000.0,607000000.0,607000000.0
Deferred Long Term Liab,3731000000.0,3731000000.0,2653000000.0,2653000000.0
Other Current Liab,6399000000.0,6399000000.0,7073000000.0,7073000000.0
Total Assets,32360000000.0,32360000000.0,29694000000.0,29694000000.0
Common Stock,7385000000.0,7385000000.0,6617000000.0,6617000000.0
Other Current Assets,6905000000.0,6905000000.0,6561000000.0,6561000000.0
Retained Earnings,-982000000.0,-982000000.0,-521000000.0,-521000000.0
Other Liab,1296000000.0,1296000000.0,6687000000.0,6687000000.0
Treasury Stock,-23000000.0,-23000000.0,-19000000.0,-19000000.0
Other Assets,4745000000.0,4745000000.0,3441000000.0,3441000000.0
Cash,1902000000.0,1902000000.0,2298000000.0,2298000000.0
Total Current Liabilities,21820000000.0,21820000000.0,14224000000.0,14224000000.0
Deferred Long Term Asset Charges,899000000.0,899000000.0,575000000.0,575000000.0
Other Stockholder Equity,-23000000.0,-23000000.0,-19000000.0,-19000000.0
Property Plant Equipment,600000000.0,600000000.0,663000000.0,663000000.0
Total Current Assets,23498000000.0,23498000000.0,13019000000.0,13019000000.0
Long Term Investments,341000000.0,341000000.0,8470000000.0,8470000000.0
Net Tangible Assets,3204000000.0,3204000000.0,2943000000.0,2943000000.0
Net Receivables,4461000000.0,4461000000.0,4160000000.0,4160000000.0
Long Term Debt,1976000000.0,1976000000.0,1526000000.0,1526000000.0
Accounts Payable,15420000000.0,15420000000.0,6347000000.0,6347000000.0
Good Will,,,2862000000.0,2862000000.0
