,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,1035600000.0,1035600000.0,968000000.0,968000000.0
Total Stockholder Equity,2154800000.0,2154800000.0,2142100000.0,2142100000.0
Other Current Liab,100200000.0,100200000.0,72100000.0,72100000.0
Total Assets,3190400000.0,3190400000.0,3110100000.0,3110100000.0
Common Stock,2846200000.0,2846200000.0,2846200000.0,2846200000.0
Other Current Assets,7800000.0,7800000.0,6200000.0,6200000.0
Retained Earnings,-683900000.0,-683900000.0,-705600000.0,-705600000.0
Treasury Stock,-7500000.0,-7500000.0,1500000.0,1500000.0
Other Assets,33300000.0,33300000.0,99200000.0,99200000.0
Cash,10600000.0,10600000.0,80500000.0,80500000.0
Total Current Liabilities,100200000.0,100200000.0,98400000.0,98400000.0
Other Stockholder Equity,-7500000.0,-7500000.0,1500000.0,1500000.0
Property Plant Equipment,2267700000.0,2267700000.0,2240300000.0,2240300000.0
Total Current Assets,38700000.0,38700000.0,104700000.0,104700000.0
Long Term Investments,850700000.0,850700000.0,665900000.0,665900000.0
Net Tangible Assets,2154800000.0,2154800000.0,2142100000.0,2142100000.0
Net Receivables,20300000.0,20300000.0,18000000.0,18000000.0
Long Term Debt,935400000.0,935400000.0,869600000.0,869600000.0
Short Long Term Debt,,,11900000.0,11900000.0
