,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,349900000.0,349900000.0,119800000.0,119800000.0
Total Liab,2458200000.0,2458200000.0,2512500000.0,2512500000.0
Total Stockholder Equity,1880500000.0,1880500000.0,2069800000.0,2069800000.0
Other Current Liab,350200000.0,350200000.0,281400000.0,281400000.0
Total Assets,4338700000.0,4338700000.0,4582300000.0,4582300000.0
Common Stock,652200000.0,652200000.0,637500000.0,637500000.0
Other Current Assets,120400000.0,120400000.0,49000000.0,49000000.0
Retained Earnings,45100000.0,45100000.0,77700000.0,77700000.0
Other Liab,791000000.0,791000000.0,863700000.0,863700000.0
Treasury Stock,1183200000.0,1183200000.0,1354600000.0,1354600000.0
Other Assets,81800000.0,81800000.0,112800000.0,112800000.0
Cash,81300000.0,81300000.0,32500000.0,32500000.0
Total Current Liabilities,520600000.0,520600000.0,301300000.0,301300000.0
Short Long Term Debt,170400000.0,170400000.0,19900000.0,19900000.0
Other Stockholder Equity,1183200000.0,1183200000.0,1357100000.0,1357100000.0
Property Plant Equipment,3381800000.0,3381800000.0,3675100000.0,3675100000.0
Total Current Assets,515000000.0,515000000.0,439500000.0,439500000.0
Long Term Investments,10200000.0,10200000.0,6700000.0,6700000.0
Net Tangible Assets,1530600000.0,1530600000.0,1721600000.0,1721600000.0
Net Receivables,206800000.0,206800000.0,260000000.0,260000000.0
Long Term Debt,1047500000.0,1047500000.0,1283800000.0,1283800000.0
Inventory,106500000.0,106500000.0,98000000.0,98000000.0
Deferred Long Term Liab,,,5200000.0,5200000.0
Good Will,,,228400000.0,228400000.0
