,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,1938000000.0,1938000000.0,1971000000.0,1971000000.0
Total Liab,809996000000.0,809996000000.0,805272000000.0,805272000000.0
Total Stockholder Equity,61576000000.0,61576000000.0,61292000000.0,61292000000.0
Minority Interest,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Liab,194000000.0,194000000.0,3505000000.0,3505000000.0
Total Assets,871573000000.0,871573000000.0,866565000000.0,866565000000.0
Common Stock,43713000000.0,43713000000.0,43531000000.0,43531000000.0
Other Current Assets,2699000000.0,2699000000.0,10734000000.0,10734000000.0
Retained Earnings,17772000000.0,17772000000.0,15717000000.0,15717000000.0
Other Liab,13053000000.0,13053000000.0,10491000000.0,10491000000.0
Good Will,1838000000.0,1838000000.0,1838000000.0,1838000000.0
Treasury Stock,91000000.0,91000000.0,2044000000.0,2044000000.0
Other Assets,605089000000.0,605089000000.0,586940000000.0,586940000000.0
Cash,52831000000.0,52831000000.0,34652000000.0,34652000000.0
Total Current Liabilities,600227000000.0,600227000000.0,649194000000.0,649194000000.0
Deferred Long Term Asset Charges,3253000000.0,3253000000.0,3647000000.0,3647000000.0
Other Stockholder Equity,91000000.0,91000000.0,2044000000.0,2044000000.0
Property Plant Equipment,2265000000.0,2265000000.0,2374000000.0,2374000000.0
Total Current Assets,219641000000.0,219641000000.0,232229000000.0,232229000000.0
Long Term Investments,40802000000.0,40802000000.0,41213000000.0,41213000000.0
Net Tangible Assets,57800000000.0,57800000000.0,57483000000.0,57483000000.0
Net Receivables,81003000000.0,81003000000.0,21497000000.0,21497000000.0
Long Term Debt,196716000000.0,196716000000.0,144394000000.0,144394000000.0
Accounts Payable,572726000000.0,572726000000.0,503788000000.0,503788000000.0
Short Long Term Debt,,,61085000000.0,61085000000.0
Short Term Investments,,,61542000000.0,61542000000.0
