,2017-12-31,2017-09-30,2017-06-30,2017-03-31
Intangible Assets,19104000000.0,19104000000.0,18864000000.0,18864000000.0
Total Liab,18171000000.0,18171000000.0,17516000000.0,17516000000.0
Total Stockholder Equity,5612000000.0,5612000000.0,4495000000.0,4495000000.0
Minority Interest,1247000000.0,1247000000.0,1312000000.0,1312000000.0
Other Current Liab,814000000.0,814000000.0,809000000.0,809000000.0
Total Assets,25030000000.0,25030000000.0,23323000000.0,23323000000.0
Common Stock,9037000000.0,9037000000.0,7739000000.0,7739000000.0
Retained Earnings,-3338000000.0,-3338000000.0,-3190000000.0,-3190000000.0
Other Liab,2033000000.0,2033000000.0,2147000000.0,2147000000.0
Good Will,466000000.0,466000000.0,466000000.0,466000000.0
Treasury Stock,-87000000.0,-87000000.0,-54000000.0,-54000000.0
Other Assets,1071000000.0,1071000000.0,1061000000.0,1061000000.0
Cash,2164000000.0,2164000000.0,988000000.0,988000000.0
Total Current Liabilities,1792000000.0,1792000000.0,2139000000.0,2139000000.0
Deferred Long Term Asset Charges,1071000000.0,1071000000.0,1061000000.0,1061000000.0
Short Long Term Debt,14845000000.0,14845000000.0,14114000000.0,14114000000.0
Other Stockholder Equity,-87000000.0,-87000000.0,-54000000.0,-54000000.0
Property Plant Equipment,352000000.0,352000000.0,327000000.0,327000000.0
Total Current Assets,2644000000.0,2644000000.0,1283000000.0,1283000000.0
Long Term Investments,1393000000.0,1393000000.0,1322000000.0,1322000000.0
Net Tangible Assets,-13958000000.0,-13958000000.0,-14835000000.0,-14835000000.0
Short Term Investments,323000000.0,323000000.0,157000000.0,157000000.0
Net Receivables,157000000.0,157000000.0,130000000.0,130000000.0
Long Term Debt,14346000000.0,14346000000.0,13230000000.0,13230000000.0
Accounts Payable,326000000.0,326000000.0,347000000.0,347000000.0
