,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,315710000.0,315710000.0,159295000.0,159295000.0
Total Liab,1003688000.0,1003688000.0,881739000.0,881739000.0
Total Stockholder Equity,721303000.0,721303000.0,671001000.0,671001000.0
Minority Interest,1671000.0,1671000.0,1325000.0,1325000.0
Other Current Liab,57766000.0,57766000.0,69447000.0,69447000.0
Total Assets,1726662000.0,1726662000.0,1554065000.0,1554065000.0
Common Stock,1646709000.0,1646709000.0,1645561000.0,1645561000.0
Retained Earnings,-896085000.0,-896085000.0,-946890000.0,-946890000.0
Other Liab,11047000.0,11047000.0,9908000.0,9908000.0
Treasury Stock,-29321000.0,-29321000.0,-27670000.0,-27670000.0
Other Assets,105447000.0,105447000.0,103767000.0,103767000.0
Cash,29568000.0,29568000.0,50741000.0,50741000.0
Total Current Liabilities,905727000.0,905727000.0,770830000.0,770830000.0
Deferred Long Term Asset Charges,105447000.0,105447000.0,103767000.0,103767000.0
Other Stockholder Equity,-29321000.0,-29321000.0,-27670000.0,-27670000.0
Property Plant Equipment,123193000.0,123193000.0,133070000.0,133070000.0
Total Current Assets,1121826000.0,1121826000.0,953239000.0,953239000.0
Long Term Investments,60486000.0,60486000.0,57742000.0,57742000.0
Net Tangible Assets,405593000.0,405593000.0,364754000.0,364754000.0
Net Receivables,693911000.0,693911000.0,599459000.0,599459000.0
Long Term Debt,25000000.0,25000000.0,25000000.0,25000000.0
Inventory,398347000.0,398347000.0,300664000.0,300664000.0
Accounts Payable,641345000.0,641345000.0,452775000.0,452775000.0
Good Will,,,146952000.0,146952000.0
