,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,152700000.0,152700000.0,554500000.0,554500000.0
Total Liab,4093200000.0,4093200000.0,4272000000.0,4272000000.0
Total Stockholder Equity,2951100000.0,2951100000.0,2529400000.0,2529400000.0
Minority Interest,273600000.0,273600000.0,13800000.0,13800000.0
Other Current Liab,822700000.0,822700000.0,211400000.0,211400000.0
Total Assets,7317900000.0,7317900000.0,6815200000.0,6815200000.0
Common Stock,502600000.0,502600000.0,502600000.0,502600000.0
Other Current Assets,72900000.0,72900000.0,38200000.0,38200000.0
Retained Earnings,2444500000.0,2444500000.0,1981400000.0,1981400000.0
Other Liab,553900000.0,553900000.0,365000000.0,365000000.0
Good Will,405700000.0,405700000.0,,
Treasury Stock,4000000.0,4000000.0,45400000.0,45400000.0
Other Assets,506900000.0,506900000.0,516400000.0,516400000.0
Cash,367600000.0,367600000.0,18100000.0,18100000.0
Total Current Liabilities,1983800000.0,1983800000.0,1938000000.0,1938000000.0
Deferred Long Term Asset Charges,453800000.0,453800000.0,459100000.0,459100000.0
Other Stockholder Equity,5600000.0,5600000.0,46800000.0,46800000.0
Property Plant Equipment,3467700000.0,3467700000.0,3308200000.0,3308200000.0
Total Current Assets,2611900000.0,2611900000.0,2256400000.0,2256400000.0
Long Term Investments,173000000.0,173000000.0,179700000.0,179700000.0
Net Tangible Assets,2392700000.0,2392700000.0,1974900000.0,1974900000.0
Net Receivables,837800000.0,837800000.0,1004300000.0,1004300000.0
Long Term Debt,801500000.0,801500000.0,1250800000.0,1250800000.0
Inventory,1333600000.0,1333600000.0,1195800000.0,1195800000.0
Accounts Payable,935800000.0,935800000.0,1512500000.0,1512500000.0
