,2020-09-30,2020-06-30,2020-03-31,2019-12-31
Intangible Assets,480000000.0,480000000.0,515000000.0,515000000.0
Capital Surplus,3000000.0,3000000.0,3000000.0,3000000.0
Total Liab,85327000000.0,85327000000.0,84980000000.0,84980000000.0
Total Stockholder Equity,4932000000.0,4932000000.0,5074000000.0,5074000000.0
Total Assets,90259000000.0,90259000000.0,90054000000.0,90054000000.0
Common Stock,144000000.0,144000000.0,144000000.0,144000000.0
Other Current Assets,273000000.0,273000000.0,,
Retained Earnings,2624000000.0,2624000000.0,2758000000.0,2758000000.0
Other Liab,2871000000.0,2871000000.0,2886000000.0,2886000000.0
Good Will,11000000.0,11000000.0,,
Treasury Stock,2161000000.0,2161000000.0,2169000000.0,2169000000.0
Other Assets,73815000000.0,73815000000.0,74342000000.0,74342000000.0
Cash,9761000000.0,9761000000.0,8650000000.0,8650000000.0
Total Current Liabilities,69784000000.0,69784000000.0,67059000000.0,67059000000.0
Deferred Long Term Asset Charges,326000000.0,326000000.0,340000000.0,340000000.0
Short Long Term Debt,1646000000.0,1646000000.0,1938000000.0,1938000000.0
Other Stockholder Equity,2161000000.0,2161000000.0,2169000000.0,2169000000.0
Property Plant Equipment,288000000.0,288000000.0,318000000.0,318000000.0
Total Current Assets,10585000000.0,10585000000.0,10244000000.0,10244000000.0
Long Term Investments,5080000000.0,5080000000.0,4635000000.0,4635000000.0
Net Tangible Assets,4441000000.0,4441000000.0,4559000000.0,4559000000.0
Net Receivables,30000000.0,30000000.0,968000000.0,968000000.0
Long Term Debt,12524000000.0,12524000000.0,14842000000.0,14842000000.0
Accounts Payable,67579000000.0,67579000000.0,64908000000.0,64908000000.0
