,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,148448076.0,148448076.0,151979548.0,151979548.0
Total Stockholder Equity,940060768.0,940060768.0,598063062.0,598063062.0
Minority Interest,146168140.0,146168140.0,146461358.0,146461358.0
Other Current Liab,8057972.0,8057972.0,9110656.0,9110656.0
Total Assets,1234676984.0,1234676984.0,896503968.0,896503968.0
Common Stock,732929135.0,732929135.0,463647350.0,463647350.0
Retained Earnings,187927099.0,187927099.0,117141676.0,117141676.0
Other Liab,58595728.0,58595728.0,56518336.0,56518336.0
Good Will,55404895.0,55404895.0,55404895.0,55404895.0
Treasury Stock,19204534.0,19204534.0,17274036.0,17274036.0
Other Assets,39868209.0,39868209.0,8764067.0,8764067.0
Cash,351445322.0,351445322.0,91255001.0,91255001.0
Total Current Liabilities,57709491.0,57709491.0,51461212.0,51461212.0
Short Long Term Debt,12857143.0,12857143.0,11000000.0,11000000.0
Other Stockholder Equity,19204534.0,19204534.0,17274036.0,17274036.0
Property Plant Equipment,600763595.0,600763595.0,613772143.0,613772143.0
Total Current Assets,538640285.0,538640285.0,218562863.0,218562863.0
Net Tangible Assets,884655873.0,884655873.0,542658167.0,542658167.0
Net Receivables,117758937.0,117758937.0,51905269.0,51905269.0
Long Term Debt,32142857.0,32142857.0,44000000.0,44000000.0
Inventory,61285049.0,61285049.0,68070814.0,68070814.0
Accounts Payable,33633284.0,33633284.0,28368173.0,28368173.0
