,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,757000000.0,757000000.0,2746000000.0,2746000000.0
Total Liab,38132000000.0,38132000000.0,34729000000.0,34729000000.0
Total Stockholder Equity,8491000000.0,8491000000.0,8438000000.0,8438000000.0
Minority Interest,1000000.0,1000000.0,,
Deferred Long Term Liab,1952000000.0,1952000000.0,2778000000.0,2778000000.0
Other Current Liab,7459000000.0,7459000000.0,8275000000.0,8275000000.0
Total Assets,46624000000.0,46624000000.0,43167000000.0,43167000000.0
Common Stock,9387000000.0,9387000000.0,8394000000.0,8394000000.0
Other Current Assets,5032000000.0,5032000000.0,5812000000.0,5812000000.0
Retained Earnings,117000000.0,117000000.0,962000000.0,962000000.0
Other Liab,16498000000.0,16498000000.0,177000000.0,177000000.0
Good Will,2107000000.0,2107000000.0,,
Treasury Stock,-1013000000.0,-1013000000.0,-918000000.0,-918000000.0
Other Assets,6427000000.0,6427000000.0,3468000000.0,3468000000.0
Cash,583000000.0,583000000.0,938000000.0,938000000.0
Total Current Liabilities,18516000000.0,18516000000.0,31228000000.0,31228000000.0
Deferred Long Term Asset Charges,546000000.0,546000000.0,593000000.0,593000000.0
Short Long Term Debt,200000000.0,200000000.0,1000000.0,1000000.0
Other Stockholder Equity,-1012000000.0,-1012000000.0,-917000000.0,-917000000.0
Property Plant Equipment,550000000.0,550000000.0,400000000.0,400000000.0
Total Current Assets,12795000000.0,12795000000.0,15922000000.0,15922000000.0
Long Term Investments,23988000000.0,23988000000.0,20631000000.0,20631000000.0
Net Tangible Assets,6044000000.0,6044000000.0,5692000000.0,5692000000.0
Short Term Investments,2810000000.0,2810000000.0,2850000000.0,2850000000.0
Net Receivables,4368000000.0,4368000000.0,6322000000.0,6322000000.0
Long Term Debt,2755000000.0,2755000000.0,3064000000.0,3064000000.0
Accounts Payable,10789000000.0,10789000000.0,22952000000.0,22952000000.0
