,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,63003000.0,63003000.0,63003000.0,63003000.0
Total Liab,2517181000.0,2517181000.0,2351277000.0,2351277000.0
Total Stockholder Equity,3709458000.0,3709458000.0,3446342000.0,3446342000.0
Minority Interest,30060000.0,30060000.0,30983000.0,30983000.0
Other Current Liab,217619000.0,217619000.0,166370000.0,166370000.0
Total Assets,6256699000.0,6256699000.0,5828602000.0,5828602000.0
Common Stock,717925000.0,717925000.0,717925000.0,717925000.0
Other Current Assets,21125000.0,21125000.0,20613000.0,20613000.0
Retained Earnings,2749327000.0,2749327000.0,2511580000.0,2511580000.0
Other Liab,350567000.0,350567000.0,328026000.0,328026000.0
Treasury Stock,242206000.0,242206000.0,216837000.0,216837000.0
Other Assets,2729072000.0,2729072000.0,2645826000.0,2645826000.0
Cash,282730000.0,282730000.0,313195000.0,313195000.0
Total Current Liabilities,1089832000.0,1089832000.0,785444000.0,785444000.0
Deferred Long Term Asset Charges,8813000.0,8813000.0,3227000.0,3227000.0
Short Long Term Debt,170469000.0,170469000.0,187000.0,187000.0
Other Stockholder Equity,242206000.0,242206000.0,216837000.0,216837000.0
Property Plant Equipment,1869602000.0,1869602000.0,1798574000.0,1798574000.0
Total Current Assets,1561976000.0,1561976000.0,1298331000.0,1298331000.0
Long Term Investments,33046000.0,33046000.0,22868000.0,22868000.0
Net Tangible Assets,3646455000.0,3646455000.0,3383339000.0,3383339000.0
Short Term Investments,34684000.0,34684000.0,30237000.0,30237000.0
Net Receivables,682578000.0,682578000.0,511579000.0,511579000.0
Long Term Debt,10000000.0,10000000.0,195000000.0,195000000.0
Inventory,487214000.0,487214000.0,391984000.0,391984000.0
Accounts Payable,340750000.0,340750000.0,283838000.0,283838000.0
