,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,144131000.0,144131000.0,128440000.0,128440000.0
Total Stockholder Equity,636487000.0,636487000.0,594210000.0,594210000.0
Other Current Liab,28033000.0,28033000.0,31171000.0,31171000.0
Total Assets,780618000.0,780618000.0,722650000.0,722650000.0
Common Stock,346738000.0,346738000.0,346738000.0,346738000.0
Other Current Assets,5417000.0,5417000.0,3060000.0,3060000.0
Retained Earnings,273730000.0,273730000.0,231453000.0,231453000.0
Other Liab,16414000.0,16414000.0,17496000.0,17496000.0
Good Will,800000.0,800000.0,800000.0,800000.0
Treasury Stock,16019000.0,16019000.0,16019000.0,16019000.0
Other Assets,64440000.0,64440000.0,64277000.0,64277000.0
Cash,49439000.0,49439000.0,48660000.0,48660000.0
Total Current Liabilities,73074000.0,73074000.0,66528000.0,66528000.0
Deferred Long Term Asset Charges,64440000.0,64440000.0,64277000.0,64277000.0
Other Stockholder Equity,16019000.0,16019000.0,16019000.0,16019000.0
Property Plant Equipment,31335000.0,31335000.0,32380000.0,32380000.0
Total Current Assets,198654000.0,198654000.0,200566000.0,200566000.0
Long Term Investments,485389000.0,485389000.0,422620000.0,422620000.0
Net Tangible Assets,635687000.0,635687000.0,591403000.0,591403000.0
Net Receivables,143798000.0,143798000.0,148398000.0,148398000.0
Long Term Debt,33284000.0,33284000.0,22420000.0,22420000.0
Accounts Payable,37598000.0,37598000.0,1428000.0,1428000.0
Intangible Assets,,,2007000.0,2007000.0
Inventory,,,448000.0,448000.0
