,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,5817966000.0,5817966000.0,6292043000.0,6292043000.0
Total Stockholder Equity,5570299000.0,5570299000.0,5623334000.0,5623334000.0
Other Current Liab,236485000.0,236485000.0,332002000.0,332002000.0
Total Assets,11388265000.0,11388265000.0,11915377000.0,11915377000.0
Common Stock,3857120000.0,3857120000.0,3856615000.0,3856615000.0
Retained Earnings,1712442000.0,1712442000.0,1766920000.0,1766920000.0
Other Liab,2267092000.0,2267092000.0,2397413000.0,2397413000.0
Treasury Stock,737000.0,737000.0,-201000.0,-201000.0
Other Assets,1226391000.0,1226391000.0,1288474000.0,1288474000.0
Cash,540842000.0,540842000.0,831439000.0,831439000.0
Total Current Liabilities,969456000.0,969456000.0,1102750000.0,1102750000.0
Deferred Long Term Asset Charges,1071024000.0,1071024000.0,1135651000.0,1135651000.0
Short Long Term Debt,691350000.0,691350000.0,770748000.0,770748000.0
Other Stockholder Equity,737000.0,737000.0,-201000.0,-201000.0
Property Plant Equipment,9234305000.0,9234305000.0,9454593000.0,9454593000.0
Total Current Assets,868035000.0,868035000.0,1114960000.0,1114960000.0
Long Term Investments,59534000.0,59534000.0,57350000.0,57350000.0
Net Tangible Assets,5570299000.0,5570299000.0,5623334000.0,5623334000.0
Net Receivables,169446000.0,169446000.0,134763000.0,134763000.0
Long Term Debt,2225605000.0,2225605000.0,2392680000.0,2392680000.0
Inventory,127789000.0,127789000.0,133115000.0,133115000.0
