,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,1970800000.0,1970800000.0,1023500000.0,1023500000.0
Total Liab,3623900000.0,3623900000.0,4666900000.0,4666900000.0
Total Stockholder Equity,4465900000.0,4465900000.0,4535100000.0,4535100000.0
Other Current Liab,78500000.0,78500000.0,91500000.0,91500000.0
Total Assets,8089800000.0,8089800000.0,9202000000.0,9202000000.0
Common Stock,4376400000.0,4376400000.0,4376400000.0,4376400000.0
Other Current Assets,1172500000.0,1172500000.0,131400000.0,131400000.0
Retained Earnings,-36800000.0,-36800000.0,-198200000.0,-198200000.0
Other Liab,316200000.0,316200000.0,242900000.0,242900000.0
Treasury Stock,126300000.0,126300000.0,356900000.0,356900000.0
Other Assets,195500000.0,195500000.0,221200000.0,221200000.0
Cash,558100000.0,558100000.0,904400000.0,904400000.0
Total Current Liabilities,907600000.0,907600000.0,1046000000.0,1046000000.0
Deferred Long Term Asset Charges,125700000.0,125700000.0,145500000.0,145500000.0
Short Long Term Debt,12600000.0,12600000.0,14300000.0,14300000.0
Other Stockholder Equity,126300000.0,126300000.0,356900000.0,356900000.0
Property Plant Equipment,2939700000.0,2939700000.0,3117000000.0,3117000000.0
Total Current Assets,2908700000.0,2908700000.0,2375200000.0,2375200000.0
Long Term Investments,75100000.0,75100000.0,1265400000.0,1265400000.0
Net Tangible Assets,2495100000.0,2495100000.0,2311900000.0,2311900000.0
Short Term Investments,5400000.0,5400000.0,4700000.0,4700000.0
Net Receivables,686000000.0,686000000.0,810800000.0,810800000.0
Long Term Debt,2151100000.0,2151100000.0,3086600000.0,3086600000.0
Inventory,486700000.0,486700000.0,523900000.0,523900000.0
Accounts Payable,610600000.0,610600000.0,728800000.0,728800000.0
Good Will,,,1199700000.0,1199700000.0
