,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,1118000000.0,1118000000.0,425000000.0,425000000.0
Total Liab,4169000000.0,4169000000.0,5243000000.0,5243000000.0
Total Stockholder Equity,3586000000.0,3586000000.0,3500000000.0,3500000000.0
Minority Interest,11000000.0,11000000.0,35000000.0,35000000.0
Other Current Liab,1470000000.0,1470000000.0,984000000.0,984000000.0
Total Assets,7766000000.0,7766000000.0,8778000000.0,8778000000.0
Common Stock,3273000000.0,3273000000.0,3300000000.0,3300000000.0
Other Current Assets,116000000.0,116000000.0,329000000.0,329000000.0
Retained Earnings,512000000.0,512000000.0,391000000.0,391000000.0
Other Liab,94000000.0,94000000.0,99000000.0,99000000.0
Treasury Stock,-199000000.0,-199000000.0,-191000000.0,-191000000.0
Other Assets,589000000.0,589000000.0,695000000.0,695000000.0
Cash,618000000.0,618000000.0,1104000000.0,1104000000.0
Total Current Liabilities,1751000000.0,1751000000.0,2385000000.0,2385000000.0
Deferred Long Term Asset Charges,235000000.0,235000000.0,285000000.0,285000000.0
Short Long Term Debt,109000000.0,109000000.0,581000000.0,581000000.0
Other Stockholder Equity,-199000000.0,-199000000.0,-171000000.0,-171000000.0
Property Plant Equipment,2934000000.0,2934000000.0,2968000000.0,2968000000.0
Total Current Assets,2966000000.0,2966000000.0,3824000000.0,3824000000.0
Long Term Investments,159000000.0,159000000.0,158000000.0,158000000.0
Net Tangible Assets,2468000000.0,2468000000.0,2367000000.0,2367000000.0
Net Receivables,1106000000.0,1106000000.0,1176000000.0,1176000000.0
Long Term Debt,796000000.0,796000000.0,1210000000.0,1210000000.0
Inventory,1126000000.0,1126000000.0,1215000000.0,1215000000.0
Good Will,,,708000000.0,708000000.0
Accounts Payable,,,609000000.0,609000000.0
