,2017-12-31,2017-09-30,2017-06-30,2017-03-31
Intangible Assets,3083100000.0,3083100000.0,3174282000.0,3174282000.0
Total Liab,11152624000.0,11152624000.0,11067765000.0,11067765000.0
Total Stockholder Equity,3939307000.0,3939307000.0,3978130000.0,3978130000.0
Minority Interest,53000.0,53000.0,53000.0,53000.0
Other Current Liab,291667000.0,291667000.0,315262000.0,315262000.0
Total Assets,15091984000.0,15091984000.0,15045948000.0,15045948000.0
Common Stock,3929611000.0,3929611000.0,4090901000.0,4090901000.0
Other Current Assets,12380000.0,12380000.0,45002000.0,45002000.0
Retained Earnings,126312000.0,126312000.0,95002000.0,95002000.0
Other Liab,817214000.0,817214000.0,627181000.0,627181000.0
Good Will,1183604000.0,1183604000.0,1183604000.0,1183604000.0
Treasury Stock,-116616000.0,-116616000.0,-207773000.0,-207773000.0
Other Assets,49528000.0,49528000.0,80594000.0,80594000.0
Cash,273234000.0,273234000.0,394501000.0,394501000.0
Total Current Liabilities,806841000.0,806841000.0,698235000.0,698235000.0
Short Long Term Debt,9733598000.0,9733598000.0,10000708000.0,10000708000.0
Other Stockholder Equity,-116616000.0,-116616000.0,-207773000.0,-207773000.0
Property Plant Equipment,9290543000.0,9290543000.0,9150165000.0,9150165000.0
Total Current Assets,659436000.0,659436000.0,772331000.0,772331000.0
Long Term Investments,825773000.0,825773000.0,684972000.0,684972000.0
Net Tangible Assets,-327397000.0,-327397000.0,-379756000.0,-379756000.0
Short Term Investments,80231000.0,80231000.0,285000.0,285000.0
Net Receivables,267603000.0,267603000.0,289709000.0,289709000.0
Long Term Debt,9528569000.0,9528569000.0,9742349000.0,9742349000.0
Inventory,25988000.0,25988000.0,25260000.0,25260000.0
Accounts Payable,310145000.0,310145000.0,40827000.0,40827000.0
