,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,540209000.0,540209000.0,583832000.0,583832000.0
Total Stockholder Equity,2055848000.0,2055848000.0,1968745000.0,1968745000.0
Other Current Liab,76315000.0,76315000.0,68386000.0,68386000.0
Total Assets,2596057000.0,2596057000.0,2552577000.0,2552577000.0
Common Stock,945558000.0,945558000.0,945558000.0,945558000.0
Other Current Assets,15800000.0,15800000.0,3570000.0,3570000.0
Retained Earnings,1111992000.0,1111992000.0,1025959000.0,1025959000.0
Treasury Stock,-1702000.0,-1702000.0,-2772000.0,-2772000.0
Cash,17070000.0,17070000.0,64189000.0,64189000.0
Total Current Liabilities,76834000.0,76834000.0,78198000.0,78198000.0
Short Long Term Debt,519000.0,519000.0,363000.0,363000.0
Other Stockholder Equity,-1702000.0,-1702000.0,-2772000.0,-2772000.0
Property Plant Equipment,2558800000.0,2558800000.0,2484200000.0,2484200000.0
Total Current Assets,37257000.0,37257000.0,68377000.0,68377000.0
Net Tangible Assets,2055848000.0,2055848000.0,1968745000.0,1968745000.0
Net Receivables,4387000.0,4387000.0,618000.0,618000.0
Long Term Debt,463375000.0,463375000.0,505634000.0,505634000.0
Accounts Payable,,,5378000.0,5378000.0
