,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,3355800000.0,3355800000.0,820800000.0,820800000.0
Total Liab,4401900000.0,4401900000.0,4696900000.0,4696900000.0
Total Stockholder Equity,3312600000.0,3312600000.0,3187100000.0,3187100000.0
Other Current Liab,337500000.0,337500000.0,298100000.0,298100000.0
Total Assets,7714500000.0,7714500000.0,7876900000.0,7876900000.0
Common Stock,715100000.0,715100000.0,715100000.0,715100000.0
Retained Earnings,2869200000.0,2869200000.0,2586500000.0,2586500000.0
Other Liab,68200000.0,68200000.0,120800000.0,120800000.0
Treasury Stock,-271700000.0,-271700000.0,-114500000.0,-114500000.0
Other Assets,1179300000.0,1179300000.0,1250000000.0,1250000000.0
Cash,1728000000.0,1728000000.0,1675700000.0,1675700000.0
Total Current Liabilities,1012800000.0,1012800000.0,1045500000.0,1045500000.0
Deferred Long Term Asset Charges,1022100000.0,1022100000.0,1100000000.0,1100000000.0
Short Long Term Debt,23200000.0,23200000.0,9000000.0,9000000.0
Other Stockholder Equity,-271700000.0,-271700000.0,-114500000.0,-114500000.0
Property Plant Equipment,498700000.0,498700000.0,531500000.0,531500000.0
Total Current Assets,2670000000.0,2670000000.0,2511800000.0,2511800000.0
Long Term Investments,10700000.0,10700000.0,7900000.0,7900000.0
Net Tangible Assets,-43200000.0,-43200000.0,-388600000.0,-388600000.0
Short Term Investments,6500000.0,6500000.0,6700000.0,6700000.0
Net Receivables,810100000.0,810100000.0,668800000.0,668800000.0
Long Term Debt,3080400000.0,3080400000.0,3297900000.0,3297900000.0
Inventory,125400000.0,125400000.0,160200000.0,160200000.0
Accounts Payable,604000000.0,604000000.0,121200000.0,121200000.0
Minority Interest,,,-7100000.0,-7100000.0
Deferred Long Term Liab,,,48100000.0,48100000.0
Other Current Assets,,,400000.0,400000.0
Good Will,,,2754900000.0,2754900000.0
