,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,221000000.0,221000000.0,215000000.0,215000000.0
Total Liab,5104000000.0,5104000000.0,4715000000.0,4715000000.0
Total Stockholder Equity,919000000.0,919000000.0,927000000.0,927000000.0
Other Current Liab,29000000.0,29000000.0,26000000.0,26000000.0
Total Assets,6023000000.0,6023000000.0,5642000000.0,5642000000.0
Common Stock,689000000.0,689000000.0,666000000.0,666000000.0
Other Current Assets,2000000.0,2000000.0,2000000.0,2000000.0
Retained Earnings,334000000.0,334000000.0,372000000.0,372000000.0
Other Liab,1241000000.0,1241000000.0,1208000000.0,1208000000.0
Treasury Stock,-104000000.0,-104000000.0,-111000000.0,-111000000.0
Other Assets,182000000.0,182000000.0,210000000.0,210000000.0
Cash,268000000.0,268000000.0,,
Total Current Liabilities,705000000.0,705000000.0,749000000.0,749000000.0
Deferred Long Term Asset Charges,114000000.0,114000000.0,116000000.0,116000000.0
Short Long Term Debt,403000000.0,403000000.0,430000000.0,430000000.0
Other Stockholder Equity,-104000000.0,-104000000.0,-111000000.0,-111000000.0
Property Plant Equipment,5186000000.0,5186000000.0,5052000000.0,5052000000.0
Total Current Assets,434000000.0,434000000.0,165000000.0,165000000.0
Net Tangible Assets,698000000.0,698000000.0,712000000.0,712000000.0
Net Receivables,164000000.0,164000000.0,163000000.0,163000000.0
Long Term Debt,2897000000.0,2897000000.0,2501000000.0,2501000000.0
Accounts Payable,263000000.0,263000000.0,279000000.0,279000000.0
