,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,2523500000.0,2523500000.0,2660100000.0,2660100000.0
Total Stockholder Equity,6674100000.0,6674100000.0,6637100000.0,6637100000.0
Other Current Liab,4200000.0,4200000.0,112500000.0,112500000.0
Total Assets,9197600000.0,9197600000.0,9297200000.0,9297200000.0
Common Stock,1679200000.0,1679200000.0,1678600000.0,1678600000.0
Retained Earnings,1339900000.0,1339900000.0,1308200000.0,1308200000.0
Other Liab,235600000.0,235600000.0,233800000.0,233800000.0
Treasury Stock,3655000000.0,3655000000.0,3650300000.0,3650300000.0
Other Assets,2094000000.0,2094000000.0,2042700000.0,2042700000.0
Cash,682400000.0,682400000.0,765300000.0,765300000.0
Total Current Liabilities,484300000.0,484300000.0,467300000.0,467300000.0
Short Long Term Debt,295500000.0,295500000.0,231900000.0,231900000.0
Other Stockholder Equity,4264200000.0,4264200000.0,4259500000.0,4259500000.0
Property Plant Equipment,6066500000.0,6066500000.0,6060800000.0,6060800000.0
Total Current Assets,764200000.0,764200000.0,848500000.0,848500000.0
Long Term Investments,272900000.0,272900000.0,345200000.0,345200000.0
Net Tangible Assets,6674100000.0,6674100000.0,6637100000.0,6637100000.0
Net Receivables,69700000.0,69700000.0,58600000.0,58600000.0
Long Term Debt,1803600000.0,1803600000.0,1959000000.0,1959000000.0
Accounts Payable,92700000.0,92700000.0,7900000.0,7900000.0
