,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,2909300000.0,2909300000.0,381600000.0,381600000.0
Total Liab,3670300000.0,3670300000.0,4087700000.0,4087700000.0
Total Stockholder Equity,5155100000.0,5155100000.0,5203300000.0,5203300000.0
Other Current Liab,161700000.0,161700000.0,143100000.0,143100000.0
Total Assets,8825400000.0,8825400000.0,9291000000.0,9291000000.0
Common Stock,3806200000.0,3806200000.0,3806200000.0,3806200000.0
Other Current Assets,61900000.0,61900000.0,47200000.0,47200000.0
Retained Earnings,1676500000.0,1676500000.0,1618900000.0,1618900000.0
Other Liab,656600000.0,656600000.0,702900000.0,702900000.0
Treasury Stock,-327600000.0,-327600000.0,-221800000.0,-221800000.0
Other Assets,66300000.0,66300000.0,66200000.0,66200000.0
Cash,124000000.0,124000000.0,554600000.0,554600000.0
Total Current Liabilities,1235000000.0,1235000000.0,1329500000.0,1329500000.0
Deferred Long Term Asset Charges,11900000.0,11900000.0,13500000.0,13500000.0
Short Long Term Debt,20500000.0,20500000.0,21200000.0,21200000.0
Other Stockholder Equity,-327600000.0,-327600000.0,-221800000.0,-221800000.0
Property Plant Equipment,4211200000.0,4211200000.0,4292800000.0,4292800000.0
Total Current Assets,1266700000.0,1266700000.0,1529900000.0,1529900000.0
Long Term Investments,371900000.0,371900000.0,382400000.0,382400000.0
Net Tangible Assets,2245800000.0,2245800000.0,2183600000.0,2183600000.0
Net Receivables,419800000.0,419800000.0,373900000.0,373900000.0
Long Term Debt,1579600000.0,1579600000.0,1849100000.0,1849100000.0
Inventory,660700000.0,660700000.0,474400000.0,474400000.0
Accounts Payable,1010000000.0,1010000000.0,1049400000.0,1049400000.0
Good Will,,,2638100000.0,2638100000.0
Short Term Investments,,,79800000.0,79800000.0
