,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,11748000000.0,11748000000.0,11739000000.0,11739000000.0
Total Stockholder Equity,12075000000.0,12075000000.0,12142000000.0,12142000000.0
Minority Interest,800000000.0,800000000.0,799000000.0,799000000.0
Other Current Liab,789000000.0,789000000.0,810000000.0,810000000.0
Total Assets,24623000000.0,24623000000.0,24680000000.0,24680000000.0
Common Stock,9297000000.0,9297000000.0,9191000000.0,9191000000.0
Other Current Assets,48000000.0,48000000.0,43000000.0,43000000.0
Retained Earnings,1860000000.0,1860000000.0,2069000000.0,2069000000.0
Other Liab,3032000000.0,3032000000.0,3329000000.0,3329000000.0
Treasury Stock,918000000.0,918000000.0,882000000.0,882000000.0
Other Assets,1822000000.0,1822000000.0,1481000000.0,1481000000.0
Cash,3604000000.0,3604000000.0,4452000000.0,4452000000.0
Total Current Liabilities,2094000000.0,2094000000.0,1891000000.0,1891000000.0
Deferred Long Term Asset Charges,1304000000.0,1304000000.0,1122000000.0,1122000000.0
Short Long Term Debt,776000000.0,776000000.0,776000000.0,776000000.0
Other Stockholder Equity,918000000.0,918000000.0,882000000.0,882000000.0
Property Plant Equipment,18495000000.0,18495000000.0,18159000000.0,18159000000.0
Total Current Assets,4252000000.0,4252000000.0,5004000000.0,5004000000.0
Long Term Investments,54000000.0,54000000.0,36000000.0,36000000.0
Net Tangible Assets,12075000000.0,12075000000.0,12142000000.0,12142000000.0
Short Term Investments,172000000.0,172000000.0,86000000.0,86000000.0
Net Receivables,303000000.0,303000000.0,261000000.0,261000000.0
Long Term Debt,5438000000.0,5438000000.0,5462000000.0,5462000000.0
Inventory,125000000.0,125000000.0,162000000.0,162000000.0
Accounts Payable,100000000.0,100000000.0,,
