,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,15706000.0,15706000.0,11317000.0,11317000.0
Total Liab,34692000.0,34692000.0,36126000.0,36126000.0
Total Stockholder Equity,190164000.0,190164000.0,212030000.0,212030000.0
Other Current Liab,1007000.0,1007000.0,5966000.0,5966000.0
Total Assets,224856000.0,224856000.0,248156000.0,248156000.0
Common Stock,376674000.0,376674000.0,371524000.0,371524000.0
Other Current Assets,3512000.0,3512000.0,,
Retained Earnings,-195378000.0,-195378000.0,-156957000.0,-156957000.0
Other Liab,402000.0,402000.0,335000.0,335000.0
Treasury Stock,8868000.0,8868000.0,-2537000.0,-2537000.0
Other Assets,6589000.0,6589000.0,5136000.0,5136000.0
Cash,144828000.0,144828000.0,166877000.0,166877000.0
Total Current Liabilities,26514000.0,26514000.0,24033000.0,24033000.0
Deferred Long Term Asset Charges,5924000.0,5924000.0,4226000.0,4226000.0
Short Long Term Debt,3818000.0,3818000.0,3618000.0,3618000.0
Other Stockholder Equity,8868000.0,8868000.0,-2537000.0,-2537000.0
Property Plant Equipment,45411000.0,45411000.0,49822000.0,49822000.0
Total Current Assets,157150000.0,157150000.0,180335000.0,180335000.0
Net Tangible Assets,174458000.0,174458000.0,199167000.0,199167000.0
Net Receivables,8810000.0,8810000.0,11583000.0,11583000.0
Long Term Debt,3452000.0,3452000.0,5174000.0,5174000.0
Accounts Payable,16829000.0,16829000.0,2912000.0,2912000.0
Good Will,,,1546000.0,1546000.0
Short Term Investments,,,333000.0,333000.0
