,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,3867000000.0,3867000000.0,848000000.0,848000000.0
Total Liab,15907000000.0,15907000000.0,16081000000.0,16081000000.0
Total Stockholder Equity,9611000000.0,9611000000.0,9344000000.0,9344000000.0
Other Current Liab,1777000000.0,1777000000.0,868000000.0,868000000.0
Total Assets,25518000000.0,25518000000.0,25425000000.0,25425000000.0
Common Stock,15818000000.0,15818000000.0,15818000000.0,15818000000.0
Other Current Assets,210000000.0,210000000.0,270000000.0,270000000.0
Retained Earnings,68000000.0,68000000.0,-245000000.0,-245000000.0
Other Liab,359000000.0,359000000.0,435000000.0,435000000.0
Treasury Stock,-6275000000.0,-6275000000.0,-6229000000.0,-6229000000.0
Other Assets,932000000.0,932000000.0,1066000000.0,1066000000.0
Cash,2680000000.0,2680000000.0,2913000000.0,2913000000.0
Total Current Liabilities,8198000000.0,8198000000.0,7270000000.0,7270000000.0
Deferred Long Term Asset Charges,651000000.0,651000000.0,670000000.0,670000000.0
Short Long Term Debt,959000000.0,959000000.0,503000000.0,503000000.0
Other Stockholder Equity,-6275000000.0,-6275000000.0,-6229000000.0,-6229000000.0
Property Plant Equipment,10499000000.0,10499000000.0,10648000000.0,10648000000.0
Total Current Assets,8300000000.0,8300000000.0,8064000000.0,8064000000.0
Long Term Investments,1920000000.0,1920000000.0,1833000000.0,1833000000.0
Net Tangible Assets,5744000000.0,5744000000.0,5530000000.0,5530000000.0
Net Receivables,894000000.0,894000000.0,1037000000.0,1037000000.0
Long Term Debt,1032000000.0,1032000000.0,2153000000.0,2153000000.0
Inventory,4516000000.0,4516000000.0,3844000000.0,3844000000.0
Accounts Payable,4520000000.0,4520000000.0,4008000000.0,4008000000.0
Good Will,,,2966000000.0,2966000000.0
