,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,19110000.0,19110000.0,18839000.0,18839000.0
Total Liab,36694000.0,36694000.0,35462000.0,35462000.0
Total Stockholder Equity,70788000.0,70788000.0,60183000.0,60183000.0
Other Current Liab,9709000.0,9709000.0,9027000.0,9027000.0
Total Assets,107482000.0,107482000.0,95645000.0,95645000.0
Common Stock,1962000.0,1962000.0,1962000.0,1962000.0
Other Current Assets,526000.0,526000.0,45000.0,45000.0
Retained Earnings,56908000.0,56908000.0,49620000.0,49620000.0
Other Liab,21389000.0,21389000.0,20992000.0,20992000.0
Treasury Stock,11918000.0,11918000.0,8601000.0,8601000.0
Other Assets,12948000.0,12948000.0,12475000.0,12475000.0
Cash,50930000.0,50930000.0,43413000.0,43413000.0
Total Current Liabilities,13062000.0,13062000.0,12716000.0,12716000.0
Deferred Long Term Asset Charges,11834000.0,11834000.0,11482000.0,11482000.0
Other Stockholder Equity,12833000.0,12833000.0,9516000.0,9516000.0
Property Plant Equipment,3270000.0,3270000.0,2848000.0,2848000.0
Total Current Assets,72154000.0,72154000.0,61483000.0,61483000.0
Net Tangible Assets,51678000.0,51678000.0,41344000.0,41344000.0
Net Receivables,19701000.0,19701000.0,17009000.0,17009000.0
Inventory,27000.0,27000.0,35000.0,35000.0
Accounts Payable,322000.0,322000.0,835000.0,835000.0
