,2017-12-31,2017-09-30,2017-06-30,2017-03-31
Total Liab,1438935000.0,1438935000.0,1410510000.0,1410510000.0
Total Stockholder Equity,2076764000.0,2076764000.0,2106608000.0,2106608000.0
Other Current Liab,3509000.0,3509000.0,3737000.0,3737000.0
Total Assets,3515699000.0,3515699000.0,3517118000.0,3517118000.0
Common Stock,1067502000.0,1067502000.0,1136885000.0,1136885000.0
Other Current Assets,1891000.0,1891000.0,2159000.0,2159000.0
Retained Earnings,1050173000.0,1050173000.0,1011995000.0,1011995000.0
Other Liab,313971000.0,313971000.0,286169000.0,286169000.0
Treasury Stock,-40911000.0,-40911000.0,-42272000.0,-42272000.0
Cash,117289000.0,117289000.0,100578000.0,100578000.0
Total Current Liabilities,63220000.0,63220000.0,62607000.0,62607000.0
Short Long Term Debt,1061744000.0,1061744000.0,1061734000.0,1061734000.0
Other Stockholder Equity,-40911000.0,-40911000.0,-42272000.0,-42272000.0
Property Plant Equipment,699000.0,699000.0,90000.0,90000.0
Total Current Assets,128377000.0,128377000.0,112983000.0,112983000.0
Long Term Investments,3386623000.0,3386623000.0,3404045000.0,3404045000.0
Net Tangible Assets,2076764000.0,2076764000.0,2106608000.0,2106608000.0
Net Receivables,9197000.0,9197000.0,10246000.0,10246000.0
Long Term Debt,1061744000.0,1061744000.0,1061734000.0,1061734000.0
