,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,76000000.0,76000000.0,65000000.0,65000000.0
Total Liab,4365000000.0,4365000000.0,4540000000.0,4540000000.0
Total Stockholder Equity,5019000000.0,5019000000.0,5083000000.0,5083000000.0
Other Current Liab,439000000.0,439000000.0,529000000.0,529000000.0
Total Assets,9384000000.0,9384000000.0,9623000000.0,9623000000.0
Common Stock,1598000000.0,1598000000.0,1600000000.0,1600000000.0
Other Current Assets,203000000.0,203000000.0,142000000.0,142000000.0
Retained Earnings,-1601000000.0,-1601000000.0,-1541000000.0,-1541000000.0
Other Liab,2130000000.0,2130000000.0,2195000000.0,2195000000.0
Treasury Stock,5022000000.0,5022000000.0,5024000000.0,5024000000.0
Other Assets,189000000.0,189000000.0,299000000.0,299000000.0
Cash,122000000.0,122000000.0,176000000.0,176000000.0
Total Current Liabilities,736000000.0,736000000.0,648000000.0,648000000.0
Deferred Long Term Asset Charges,34000000.0,34000000.0,34000000.0,34000000.0
Short Long Term Debt,271000000.0,271000000.0,88000000.0,88000000.0
Other Stockholder Equity,5022000000.0,5022000000.0,5026000000.0,5026000000.0
Property Plant Equipment,8466000000.0,8466000000.0,8594000000.0,8594000000.0
Total Current Assets,653000000.0,653000000.0,665000000.0,665000000.0
Net Tangible Assets,4943000000.0,4943000000.0,5018000000.0,5018000000.0
Net Receivables,328000000.0,328000000.0,347000000.0,347000000.0
Long Term Debt,1408000000.0,1408000000.0,1600000000.0,1600000000.0
