,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,7134000.0,7134000.0,25616000.0,25616000.0
Total Liab,420332000.0,420332000.0,418987000.0,418987000.0
Total Stockholder Equity,161613000.0,161613000.0,158638000.0,158638000.0
Other Current Liab,28038000.0,28038000.0,14499000.0,14499000.0
Total Assets,581945000.0,581945000.0,577625000.0,577625000.0
Common Stock,131790000.0,131790000.0,130860000.0,130860000.0
Other Current Assets,2780000.0,2780000.0,,
Retained Earnings,29553000.0,29553000.0,27571000.0,27571000.0
Other Liab,6091000.0,6091000.0,7088000.0,7088000.0
Good Will,17799000.0,17799000.0,,
Treasury Stock,270000.0,270000.0,207000.0,207000.0
Other Assets,6135000.0,6135000.0,6116000.0,6116000.0
Cash,30368000.0,30368000.0,17394000.0,17394000.0
Total Current Liabilities,413727000.0,413727000.0,410918000.0,410918000.0
Deferred Long Term Asset Charges,6135000.0,6135000.0,6116000.0,6116000.0
Other Stockholder Equity,270000.0,270000.0,207000.0,207000.0
Property Plant Equipment,80300000.0,80300000.0,63120000.0,63120000.0
Total Current Assets,470577000.0,470577000.0,482773000.0,482773000.0
Net Tangible Assets,136680000.0,136680000.0,133022000.0,133022000.0
Net Receivables,324183000.0,324183000.0,326749000.0,326749000.0
Inventory,113246000.0,113246000.0,138630000.0,138630000.0
Accounts Payable,250319000.0,250319000.0,303280000.0,303280000.0
