,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,561300000.0,561300000.0,614800000.0,614800000.0
Total Liab,5313500000.0,5313500000.0,6052000000.0,6052000000.0
Total Stockholder Equity,2759500000.0,2759500000.0,2297700000.0,2297700000.0
Minority Interest,5300000.0,5300000.0,144200000.0,144200000.0
Other Current Liab,304700000.0,304700000.0,123700000.0,123700000.0
Total Assets,8256900000.0,8256900000.0,8672500000.0,8672500000.0
Common Stock,2656500000.0,2656500000.0,2263100000.0,2263100000.0
Other Current Assets,581500000.0,581500000.0,7200000.0,7200000.0
Retained Earnings,165300000.0,165300000.0,94300000.0,94300000.0
Other Liab,115300000.0,115300000.0,217900000.0,217900000.0
Good Will,2281700000.0,2281700000.0,2281300000.0,2281300000.0
Treasury Stock,-62300000.0,-62300000.0,-59700000.0,-59700000.0
Other Assets,191700000.0,191700000.0,296900000.0,296900000.0
Cash,550400000.0,550400000.0,588500000.0,588500000.0
Total Current Liabilities,2956300000.0,2956300000.0,3175700000.0,3175700000.0
Deferred Long Term Asset Charges,49100000.0,49100000.0,141500000.0,141500000.0
Other Stockholder Equity,-62300000.0,-62300000.0,-59700000.0,-59700000.0
Property Plant Equipment,1526800000.0,1526800000.0,1942800000.0,1942800000.0
Total Current Assets,3576100000.0,3576100000.0,3404700000.0,3404700000.0
Long Term Investments,119300000.0,119300000.0,132000000.0,132000000.0
Net Tangible Assets,-83500000.0,-83500000.0,-598400000.0,-598400000.0
Short Term Investments,27000000.0,27000000.0,19000000.0,19000000.0
Net Receivables,2116300000.0,2116300000.0,2399600000.0,2399600000.0
Long Term Debt,1710800000.0,1710800000.0,2064100000.0,2064100000.0
Inventory,264900000.0,264900000.0,334000000.0,334000000.0
Accounts Payable,2134900000.0,2134900000.0,2497400000.0,2497400000.0
Short Long Term Debt,,,8600000.0,8600000.0
