,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,45629000.0,45629000.0,36251000.0,36251000.0
Total Stockholder Equity,335782000.0,335782000.0,318961000.0,318961000.0
Other Current Liab,9009000.0,9009000.0,10825000.0,10825000.0
Total Assets,381411000.0,381411000.0,355212000.0,355212000.0
Common Stock,751355000.0,751355000.0,751355000.0,751355000.0
Retained Earnings,199666000.0,199666000.0,173045000.0,173045000.0
Other Liab,12221000.0,12221000.0,7265000.0,7265000.0
Treasury Stock,-615239000.0,-615239000.0,-605439000.0,-605439000.0
Cash,107542000.0,107542000.0,105333000.0,105333000.0
Total Current Liabilities,27230000.0,27230000.0,21901000.0,21901000.0
Other Stockholder Equity,-582688000.0,-582688000.0,-572082000.0,-572082000.0
Property Plant Equipment,11078000.0,11078000.0,12064000.0,12064000.0
Total Current Assets,187421000.0,187421000.0,189891000.0,189891000.0
Long Term Investments,182912000.0,182912000.0,152645000.0,152645000.0
Net Tangible Assets,335782000.0,335782000.0,318349000.0,318349000.0
Short Term Investments,49876000.0,49876000.0,49876000.0,49876000.0
Net Receivables,30003000.0,30003000.0,32768000.0,32768000.0
Accounts Payable,5216000.0,5216000.0,3830000.0,3830000.0
Intangible Assets,,,612000.0,612000.0
