,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,1776244.0,1776244.0,1900168.0,1900168.0
Total Liab,14286542.0,14286542.0,14044917.0,14044917.0
Total Stockholder Equity,22018529.0,22018529.0,23812024.0,23812024.0
Other Current Liab,47012.0,47012.0,1625616.0,1625616.0
Total Assets,36305071.0,36305071.0,37856941.0,37856941.0
Common Stock,139070502.0,139070502.0,139070502.0,139070502.0
Other Current Assets,247569.0,247569.0,1871475.0,1871475.0
Retained Earnings,-114193952.0,-114193952.0,-110656209.0,-110656209.0
Other Liab,186158.0,186158.0,166834.0,166834.0
Treasury Stock,-2858021.0,-2858021.0,-4602269.0,-4602269.0
Other Assets,568190.0,568190.0,141870.0,141870.0
Cash,7661682.0,7661682.0,11647701.0,11647701.0
Total Current Liabilities,6518663.0,6518663.0,9474531.0,9474531.0
Short Long Term Debt,1327390.0,1327390.0,495873.0,495873.0
Other Stockholder Equity,-2858021.0,-2858021.0,-4602269.0,-4602269.0
Property Plant Equipment,19117223.0,19117223.0,16536901.0,16536901.0
Total Current Assets,14843414.0,14843414.0,19278002.0,19278002.0
Net Tangible Assets,20242285.0,20242285.0,21911856.0,21911856.0
Short Term Investments,50000.0,50000.0,50000.0,50000.0
Net Receivables,3846538.0,3846538.0,3921519.0,3921519.0
Long Term Debt,5286225.0,5286225.0,1983494.0,1983494.0
Inventory,1575202.0,1575202.0,1217042.0,1217042.0
Accounts Payable,3425578.0,3425578.0,1611945.0,1611945.0
