,2020-12-27,2020-09-27,2020-06-28,2020-03-28
Intangible Assets,393254000.0,393254000.0,297549000.0,297549000.0
Total Liab,2026590000.0,2026590000.0,2077732000.0,2077732000.0
Total Stockholder Equity,407151000.0,407151000.0,393373000.0,393373000.0
Other Current Liab,70870000.0,70870000.0,144613000.0,144613000.0
Total Assets,2433741000.0,2433741000.0,2471105000.0,2471105000.0
Common Stock,259500000.0,259500000.0,235420000.0,235420000.0
Other Current Assets,33800000.0,33800000.0,15827000.0,15827000.0
Retained Earnings,277919000.0,277919000.0,227969000.0,227969000.0
Other Liab,271178000.0,271178000.0,220944000.0,220944000.0
Good Will,475286000.0,475286000.0,492549000.0,492549000.0
Treasury Stock,-130268000.0,-130268000.0,-70016000.0,-70016000.0
Other Assets,347524000.0,347524000.0,504577000.0,504577000.0
Cash,177342000.0,177342000.0,245678000.0,245678000.0
Total Current Liabilities,543948000.0,543948000.0,535659000.0,535659000.0
Deferred Long Term Asset Charges,155000.0,155000.0,6005000.0,6005000.0
Short Long Term Debt,16098000.0,16098000.0,50667000.0,50667000.0
Other Stockholder Equity,-130268000.0,-130268000.0,-70016000.0,-70016000.0
Property Plant Equipment,636909000.0,636909000.0,651830000.0,651830000.0
Total Current Assets,493786000.0,493786000.0,522399000.0,522399000.0
Long Term Investments,86982000.0,86982000.0,2201000.0,2201000.0
Net Tangible Assets,-461389000.0,-461389000.0,-396725000.0,-396725000.0
Short Term Investments,10010000.0,10010000.0,,
Net Receivables,232405000.0,232405000.0,210143000.0,210143000.0
Long Term Debt,546108000.0,546108000.0,658080000.0,658080000.0
Inventory,40229000.0,40229000.0,30857000.0,30857000.0
Accounts Payable,346149000.0,346149000.0,223202000.0,223202000.0
Deferred Long Term Liab,,,89156000.0,89156000.0
