,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,1625900000.0,1625900000.0,479500000.0,479500000.0
Total Liab,4733500000.0,4733500000.0,4584600000.0,4584600000.0
Total Stockholder Equity,3291400000.0,3291400000.0,2852800000.0,2852800000.0
Minority Interest,15300000.0,15300000.0,14200000.0,14200000.0
Other Current Liab,235000000.0,235000000.0,354100000.0,354100000.0
Total Assets,8040200000.0,8040200000.0,7451600000.0,7451600000.0
Common Stock,2858700000.0,2858700000.0,2858700000.0,2858700000.0
Other Current Assets,94900000.0,94900000.0,67800000.0,67800000.0
Retained Earnings,1053800000.0,1053800000.0,763000000.0,763000000.0
Other Liab,314900000.0,314900000.0,348700000.0,348700000.0
Treasury Stock,-621100000.0,-621100000.0,-768900000.0,-768900000.0
Other Assets,155300000.0,155300000.0,206900000.0,206900000.0
Cash,104200000.0,104200000.0,119800000.0,119800000.0
Total Current Liabilities,1295900000.0,1295900000.0,916900000.0,916900000.0
Short Long Term Debt,111800000.0,111800000.0,45200000.0,45200000.0
Other Stockholder Equity,-621100000.0,-621100000.0,-756900000.0,-756900000.0
Property Plant Equipment,1935200000.0,1935200000.0,1966400000.0,1966400000.0
Total Current Assets,1769600000.0,1769600000.0,1799800000.0,1799800000.0
Long Term Investments,2554200000.0,2554200000.0,1853600000.0,1853600000.0
Net Tangible Assets,1665500000.0,1665500000.0,1227900000.0,1227900000.0
Net Receivables,701200000.0,701200000.0,775400000.0,775400000.0
Long Term Debt,2317500000.0,2317500000.0,2508200000.0,2508200000.0
Inventory,869300000.0,869300000.0,836800000.0,836800000.0
Accounts Payable,382300000.0,382300000.0,260600000.0,260600000.0
Good Will,,,1145400000.0,1145400000.0
