,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,1508000000.0,1508000000.0,377000000.0,377000000.0
Total Liab,49810000000.0,49810000000.0,52537000000.0,52537000000.0
Total Stockholder Equity,48922000000.0,48922000000.0,47936000000.0,47936000000.0
Minority Interest,4501000000.0,4501000000.0,4310000000.0,4310000000.0
Other Current Liab,4138000000.0,4138000000.0,3880000000.0,3880000000.0
Total Assets,103233000000.0,103233000000.0,104783000000.0,104783000000.0
Common Stock,2168000000.0,2168000000.0,2168000000.0,2168000000.0
Other Current Assets,174000000.0,174000000.0,175000000.0,175000000.0
Retained Earnings,44449000000.0,44449000000.0,43467000000.0,43467000000.0
Other Liab,16649000000.0,16649000000.0,14263000000.0,14263000000.0
Treasury Stock,2305000000.0,2305000000.0,1783000000.0,1783000000.0
Other Assets,4852000000.0,4852000000.0,5378000000.0,5378000000.0
Cash,9291000000.0,9291000000.0,13426000000.0,13426000000.0
Total Current Liabilities,13361000000.0,13361000000.0,14824000000.0,14824000000.0
Deferred Long Term Asset Charges,3178000000.0,3178000000.0,3688000000.0,3688000000.0
Short Long Term Debt,3560000000.0,3560000000.0,4324000000.0,4324000000.0
Other Stockholder Equity,2335000000.0,2335000000.0,1788000000.0,1788000000.0
Property Plant Equipment,73711000000.0,73711000000.0,72362000000.0,72362000000.0
Total Current Assets,19010000000.0,19010000000.0,21471000000.0,21471000000.0
Long Term Investments,4152000000.0,4152000000.0,4948000000.0,4948000000.0
Net Tangible Assets,47414000000.0,47414000000.0,47312000000.0,47312000000.0
Short Term Investments,11000000.0,11000000.0,36000000.0,36000000.0
Net Receivables,4868000000.0,4868000000.0,3730000000.0,3730000000.0
Long Term Debt,16241000000.0,16241000000.0,20860000000.0,20860000000.0
Inventory,4511000000.0,4511000000.0,4101000000.0,4101000000.0
Accounts Payable,5663000000.0,5663000000.0,5767000000.0,5767000000.0
Capital Surplus,,,518000000.0,518000000.0
Good Will,,,247000000.0,247000000.0
