,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,22946000.0,22946000.0,22946000.0,22946000.0
Total Liab,1909511000.0,1909511000.0,1962447000.0,1962447000.0
Total Stockholder Equity,3155825000.0,3155825000.0,3249590000.0,3249590000.0
Other Current Liab,22526000.0,22526000.0,140489000.0,140489000.0
Total Assets,5065336000.0,5065336000.0,5212037000.0,5212037000.0
Common Stock,3013628000.0,3013628000.0,3003964000.0,3003964000.0
Other Current Assets,7725000.0,7725000.0,8286000.0,8286000.0
Retained Earnings,134766000.0,134766000.0,225150000.0,225150000.0
Other Liab,629743000.0,629743000.0,707075000.0,707075000.0
Treasury Stock,7431000.0,7431000.0,20476000.0,20476000.0
Other Assets,9407000.0,9407000.0,9708000.0,9708000.0
Cash,99804000.0,99804000.0,106760000.0,106760000.0
Total Current Liabilities,325288000.0,325288000.0,312364000.0,312364000.0
Short Long Term Debt,-865000.0,-865000.0,-424000.0,-424000.0
Other Stockholder Equity,7431000.0,7431000.0,20476000.0,20476000.0
Property Plant Equipment,4656687000.0,4656687000.0,4746337000.0,4746337000.0
Total Current Assets,376259000.0,376259000.0,433009000.0,433009000.0
Long Term Investments,37000.0,37000.0,37000.0,37000.0
Net Tangible Assets,3132879000.0,3132879000.0,3226644000.0,3226644000.0
Net Receivables,114429000.0,114429000.0,142370000.0,142370000.0
Long Term Debt,728415000.0,728415000.0,678380000.0,678380000.0
Inventory,154301000.0,154301000.0,175593000.0,175593000.0
Accounts Payable,191420000.0,191420000.0,59892000.0,59892000.0
