,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,1542856000.0,1542856000.0,1543649000.0,1543649000.0
Total Liab,1845355000.0,1845355000.0,1763662000.0,1763662000.0
Total Stockholder Equity,1893926000.0,1893926000.0,1750004000.0,1750004000.0
Minority Interest,140746000.0,140746000.0,135864000.0,135864000.0
Other Current Liab,313667000.0,313667000.0,262130000.0,262130000.0
Total Assets,3880027000.0,3880027000.0,3649530000.0,3649530000.0
Common Stock,2134803000.0,2134803000.0,2134803000.0,2134803000.0
Other Current Assets,239911000.0,239911000.0,228694000.0,228694000.0
Retained Earnings,-173008000.0,-173008000.0,-311611000.0,-311611000.0
Other Liab,371571000.0,371571000.0,366015000.0,366015000.0
Good Will,900166000.0,900166000.0,900166000.0,900166000.0
Treasury Stock,-67869000.0,-67869000.0,-73188000.0,-73188000.0
Other Assets,39985000.0,39985000.0,40765000.0,40765000.0
Cash,114424000.0,114424000.0,187394000.0,187394000.0
Total Current Liabilities,693174000.0,693174000.0,648455000.0,648455000.0
Other Stockholder Equity,-67869000.0,-67869000.0,-73188000.0,-73188000.0
Property Plant Equipment,590199000.0,590199000.0,415172000.0,415172000.0
Total Current Assets,773176000.0,773176000.0,718552000.0,718552000.0
Long Term Investments,33645000.0,33645000.0,31226000.0,31226000.0
Net Tangible Assets,-549096000.0,-549096000.0,-693811000.0,-693811000.0
Net Receivables,363055000.0,363055000.0,258061000.0,258061000.0
Long Term Debt,375442000.0,375442000.0,504690000.0,504690000.0
Accounts Payable,229001000.0,229001000.0,183710000.0,183710000.0
Short Long Term Debt,,,79626000.0,79626000.0
Inventory,,,15664000.0,15664000.0
