,2017-12-31,2017-09-30,2017-06-30,2017-03-31
Intangible Assets,100200000.0,100200000.0,100400000.0,100400000.0
Total Liab,4200000000.0,4200000000.0,4089000000.0,4089000000.0
Total Stockholder Equity,8672300000.0,8672300000.0,8296400000.0,8296400000.0
Other Current Liab,731000000.0,731000000.0,782300000.0,782300000.0
Total Assets,12872300000.0,12872300000.0,12711200000.0,12711200000.0
Common Stock,8031700000.0,8031700000.0,8031700000.0,8031700000.0
Other Current Assets,16500000.0,16500000.0,245600000.0,245600000.0
Retained Earnings,658100000.0,658100000.0,321400000.0,321400000.0
Other Liab,338400000.0,338400000.0,367200000.0,367200000.0
Good Will,692900000.0,692900000.0,671500000.0,671500000.0
Treasury Stock,-17500000.0,-17500000.0,-56700000.0,-56700000.0
Other Assets,2526800000.0,2526800000.0,2643800000.0,2643800000.0
Cash,2343800000.0,2343800000.0,2095100000.0,2095100000.0
Total Current Liabilities,968800000.0,968800000.0,872300000.0,872300000.0
Deferred Long Term Asset Charges,9200000.0,9200000.0,10200000.0,10200000.0
Short Long Term Debt,3130600000.0,3130600000.0,2878300000.0,2878300000.0
Other Stockholder Equity,-17500000.0,-17500000.0,-56700000.0,-56700000.0
Total Current Assets,3438600000.0,3438600000.0,3602400000.0,3602400000.0
Long Term Investments,6113800000.0,6113800000.0,5693100000.0,5693100000.0
Net Tangible Assets,7879200000.0,7879200000.0,7524500000.0,7524500000.0
Net Receivables,549800000.0,549800000.0,552000000.0,552000000.0
Long Term Debt,2892800000.0,2892800000.0,2849500000.0,2849500000.0
Inventory,528500000.0,528500000.0,709700000.0,709700000.0
Minority Interest,,,325800000.0,325800000.0
Accounts Payable,,,61200000.0,61200000.0
