,2017-12-31,2017-09-30,2017-06-30,2017-03-31
Total Liab,669980000.0,669980000.0,622049000.0,622049000.0
Total Stockholder Equity,1835712000.0,1835712000.0,1766099000.0,1766099000.0
Minority Interest,41407000.0,41407000.0,48522000.0,48522000.0
Other Current Liab,12217000.0,12217000.0,13119000.0,13119000.0
Total Assets,2547099000.0,2547099000.0,2436670000.0,2436670000.0
Common Stock,1628580000.0,1628580000.0,1622897000.0,1622897000.0
Other Current Assets,4304000.0,4304000.0,4909000.0,4909000.0
Retained Earnings,230917000.0,230917000.0,164248000.0,164248000.0
Other Liab,28558000.0,28558000.0,31881000.0,31881000.0
Good Will,32394000.0,32394000.0,32394000.0,32394000.0
Treasury Stock,-23785000.0,-23785000.0,-21046000.0,-21046000.0
Other Assets,2103790000.0,2103790000.0,2026886000.0,2026886000.0
Cash,72237000.0,72237000.0,56288000.0,56288000.0
Total Current Liabilities,76332000.0,76332000.0,40984000.0,40984000.0
Deferred Long Term Asset Charges,6079000.0,6079000.0,6954000.0,6954000.0
Short Long Term Debt,604044000.0,604044000.0,549184000.0,549184000.0
Other Stockholder Equity,-23785000.0,-23785000.0,-21046000.0,-21046000.0
Property Plant Equipment,85071000.0,85071000.0,84734000.0,84734000.0
Total Current Assets,144000000.0,144000000.0,96128000.0,96128000.0
Long Term Investments,181844000.0,181844000.0,196528000.0,196528000.0
Net Tangible Assets,1803318000.0,1803318000.0,1733705000.0,1733705000.0
Net Receivables,15565000.0,15565000.0,18457000.0,18457000.0
Long Term Debt,565090000.0,565090000.0,549184000.0,549184000.0
Inventory,51894000.0,51894000.0,16474000.0,16474000.0
Accounts Payable,25161000.0,25161000.0,27865000.0,27865000.0
