,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,6007000000.0,6007000000.0,1285000000.0,1285000000.0
Total Liab,81686000000.0,81686000000.0,82960000000.0,82960000000.0
Total Stockholder Equity,13174000000.0,13174000000.0,12763000000.0,12763000000.0
Minority Interest,24000000.0,24000000.0,21000000.0,21000000.0
Other Current Liab,38850000000.0,38850000000.0,34464000000.0,34464000000.0
Total Assets,94884000000.0,94884000000.0,95744000000.0,95744000000.0
Common Stock,12548000000.0,12548000000.0,12539000000.0,12539000000.0
Other Current Assets,3293000000.0,3293000000.0,4069000000.0,4069000000.0
Retained Earnings,441000000.0,441000000.0,163000000.0,163000000.0
Other Liab,10990000000.0,10990000000.0,13308000000.0,13308000000.0
Treasury Stock,185000000.0,185000000.0,61000000.0,61000000.0
Other Assets,58235000000.0,58235000000.0,58767000000.0,58767000000.0
Cash,2446000000.0,2446000000.0,1466000000.0,1466000000.0
Total Current Liabilities,56012000000.0,56012000000.0,56819000000.0,56819000000.0
Deferred Long Term Asset Charges,252000000.0,252000000.0,282000000.0,282000000.0
Other Stockholder Equity,230000000.0,230000000.0,112000000.0,112000000.0
Property Plant Equipment,530000000.0,530000000.0,576000000.0,576000000.0
Total Current Assets,9893000000.0,9893000000.0,10629000000.0,10629000000.0
Long Term Investments,20219000000.0,20219000000.0,19763000000.0,19763000000.0
Net Tangible Assets,7920000000.0,7920000000.0,7488000000.0,7488000000.0
Net Receivables,2783000000.0,2783000000.0,2858000000.0,2858000000.0
Long Term Debt,14684000000.0,14684000000.0,12483000000.0,12483000000.0
Accounts Payable,11243000000.0,11243000000.0,11382000000.0,11382000000.0
Good Will,,,4724000000.0,4724000000.0
Short Long Term Debt,,,3941000000.0,3941000000.0
