,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,2710000.0,2710000.0,2572000.0,2572000.0
Total Liab,310931000.0,310931000.0,316796000.0,316796000.0
Total Stockholder Equity,898955000.0,898955000.0,835081000.0,835081000.0
Other Current Liab,18286000.0,18286000.0,22948000.0,22948000.0
Total Assets,1209886000.0,1209886000.0,1151877000.0,1151877000.0
Common Stock,451376000.0,451376000.0,435145000.0,435145000.0
Other Current Assets,4030000.0,4030000.0,3497000.0,3497000.0
Retained Earnings,412704000.0,412704000.0,368713000.0,368713000.0
Other Liab,184396000.0,184396000.0,193253000.0,193253000.0
Treasury Stock,34875000.0,34875000.0,31223000.0,31223000.0
Other Assets,71686000.0,71686000.0,63503000.0,63503000.0
Cash,202573000.0,202573000.0,192428000.0,192428000.0
Total Current Liabilities,110688000.0,110688000.0,101502000.0,101502000.0
Other Stockholder Equity,34875000.0,34875000.0,31223000.0,31223000.0
Property Plant Equipment,838448000.0,838448000.0,808097000.0,808097000.0
Total Current Assets,297042000.0,297042000.0,277705000.0,277705000.0
Net Tangible Assets,896245000.0,896245000.0,832509000.0,832509000.0
Net Receivables,10001000.0,10001000.0,7080000.0,7080000.0
Inventory,80438000.0,80438000.0,74430000.0,74430000.0
Accounts Payable,74460000.0,74460000.0,30178000.0,30178000.0
Short Term Investments,,,270000.0,270000.0
