,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,337410000.0,337410000.0,83126000.0,83126000.0
Total Liab,759128000.0,759128000.0,514814000.0,514814000.0
Total Stockholder Equity,906132000.0,906132000.0,654336000.0,654336000.0
Other Current Liab,289361000.0,289361000.0,323671000.0,323671000.0
Total Assets,1665260000.0,1665260000.0,1169150000.0,1169150000.0
Common Stock,852613000.0,852613000.0,582105000.0,582105000.0
Other Current Assets,229205000.0,229205000.0,249524000.0,249524000.0
Retained Earnings,96241000.0,96241000.0,95255000.0,95255000.0
Other Liab,98618000.0,98618000.0,55080000.0,55080000.0
Good Will,532845000.0,532845000.0,361328000.0,361328000.0
Treasury Stock,-42722000.0,-42722000.0,-23024000.0,-23024000.0
Other Assets,38978000.0,38978000.0,48835000.0,48835000.0
Cash,172101000.0,172101000.0,164143000.0,164143000.0
Total Current Liabilities,364509000.0,364509000.0,390854000.0,390854000.0
Deferred Long Term Asset Charges,30618000.0,30618000.0,39973000.0,39973000.0
Other Stockholder Equity,-10908000.0,-10908000.0,19274000.0,19274000.0
Property Plant Equipment,98566000.0,98566000.0,89493000.0,89493000.0
Total Current Assets,523723000.0,523723000.0,505683000.0,505683000.0
Long Term Investments,133738000.0,133738000.0,80685000.0,80685000.0
Net Tangible Assets,35877000.0,35877000.0,209882000.0,209882000.0
Net Receivables,122417000.0,122417000.0,92016000.0,92016000.0
Long Term Debt,219416000.0,219416000.0,,
