,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,1259482000.0,1259482000.0,1011294000.0,1011294000.0
Total Stockholder Equity,6828428000.0,6828428000.0,6239895000.0,6239895000.0
Minority Interest,1092000.0,1092000.0,622000.0,622000.0
Other Current Liab,4829000.0,4829000.0,36420000.0,36420000.0
Total Assets,8089002000.0,8089002000.0,7251811000.0,7251811000.0
Common Stock,2982328000.0,2982328000.0,2947243000.0,2947243000.0
Retained Earnings,3846100000.0,3846100000.0,3292652000.0,3292652000.0
Other Liab,1254653000.0,1254653000.0,974874000.0,974874000.0
Other Assets,4119000.0,4119000.0,872000.0,872000.0
Cash,103222000.0,103222000.0,111318000.0,111318000.0
Total Current Liabilities,4829000.0,4829000.0,36420000.0,36420000.0
Deferred Long Term Asset Charges,4119000.0,4119000.0,872000.0,872000.0
Total Current Assets,115726000.0,115726000.0,132969000.0,132969000.0
Long Term Investments,7969157000.0,7969157000.0,7117970000.0,7117970000.0
Net Tangible Assets,6828428000.0,6828428000.0,6239895000.0,6239895000.0
Net Receivables,10347000.0,10347000.0,17347000.0,17347000.0
