,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,84600000.0,,1087500000.0,1087500000.0
Total Liab,8405200000.0,,12555900000.0,12555900000.0
Total Stockholder Equity,966400000.0,809700000.0,809700000.0,809700000.0
Minority Interest,-74300000.0,,-46500000.0,-46500000.0
Other Current Liab,1784400000.0,,1939700000.0,1939700000.0
Total Assets,9297300000.0,,13319100000.0,13319100000.0
Common Stock,1458700000.0,,1597200000.0,1597200000.0
Retained Earnings,165700000.0,,-137800000.0,-137800000.0
Other Liab,238000000.0,,270500000.0,270500000.0
Good Will,827700000.0,,,
Treasury Stock,-658000000.0,,-649700000.0,-649700000.0
Other Assets,932500000.0,,1298900000.0,1298900000.0
Cash,3082500000.0,,3988700000.0,3988700000.0
Total Current Liabilities,5235500000.0,,6723900000.0,6723900000.0
Deferred Long Term Asset Charges,757900000.0,,977500000.0,977500000.0
Short Long Term Debt,210000000.0,,264300000.0,264300000.0
Other Stockholder Equity,-527900000.0,,-649700000.0,-649700000.0
Property Plant Equipment,814200000.0,,2151400000.0,2151400000.0
Total Current Assets,5203000000.0,,8427500000.0,8427500000.0
Long Term Investments,1435300000.0,,353800000.0,353800000.0
Net Tangible Assets,54100000.0,-277800000.0,-277800000.0,-277800000.0
Short Term Investments,4500000.0,,4100000.0,4100000.0
Net Receivables,1930800000.0,,4013700000.0,4013700000.0
Long Term Debt,2686600000.0,,5026800000.0,5026800000.0
Inventory,185200000.0,,421000000.0,421000000.0
Accounts Payable,2953100000.0,,3924500000.0,3924500000.0
