,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,101600000.0,101600000.0,107500000.0,107500000.0
Total Liab,2624300000.0,2624300000.0,2644400000.0,2644400000.0
Total Stockholder Equity,3356500000.0,3356500000.0,3308900000.0,3308900000.0
Minority Interest,-4300000.0,-4300000.0,-3200000.0,-3200000.0
Other Current Liab,21000000.0,21000000.0,4600000.0,4600000.0
Total Assets,5976500000.0,5976500000.0,5950100000.0,5950100000.0
Common Stock,3083900000.0,3083900000.0,3034100000.0,3034100000.0
Other Current Assets,200000.0,200000.0,201000000.0,201000000.0
Retained Earnings,283300000.0,283300000.0,278000000.0,278000000.0
Other Liab,82300000.0,82300000.0,112300000.0,112300000.0
Good Will,764700000.0,764700000.0,765400000.0,765400000.0
Treasury Stock,-10700000.0,-10700000.0,-3200000.0,-3200000.0
Other Assets,1597900000.0,1597900000.0,1478900000.0,1478900000.0
Cash,142600000.0,142600000.0,224200000.0,224200000.0
Total Current Liabilities,398500000.0,398500000.0,395900000.0,395900000.0
Short Long Term Debt,300000.0,300000.0,800000.0,800000.0
Other Stockholder Equity,-2800000.0,-2800000.0,6600000.0,6600000.0
Property Plant Equipment,2371100000.0,2371100000.0,2182400000.0,2182400000.0
Total Current Assets,549200000.0,549200000.0,806000000.0,806000000.0
Long Term Investments,592000000.0,592000000.0,609900000.0,609900000.0
Net Tangible Assets,2490200000.0,2490200000.0,2436000000.0,2436000000.0
Net Receivables,401000000.0,401000000.0,340300000.0,340300000.0
Long Term Debt,1397900000.0,1397900000.0,1488600000.0,1488600000.0
Inventory,5400000.0,5400000.0,5000000.0,5000000.0
Accounts Payable,188500000.0,188500000.0,193900000.0,193900000.0
