,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,219901000.0,219901000.0,215490000.0,215490000.0
Total Stockholder Equity,542502000.0,542502000.0,386974000.0,386974000.0
Total Assets,762403000.0,762403000.0,602464000.0,602464000.0
Common Stock,761735000.0,761735000.0,587329000.0,587329000.0
Other Current Assets,135000.0,135000.0,135000.0,135000.0
Retained Earnings,-224197000.0,-224197000.0,-204205000.0,-204205000.0
Other Liab,17296000.0,17296000.0,16971000.0,16971000.0
Treasury Stock,4964000.0,4964000.0,3850000.0,3850000.0
Cash,247987000.0,247987000.0,86250000.0,86250000.0
Total Current Liabilities,48642000.0,48642000.0,75403000.0,75403000.0
Other Stockholder Equity,4964000.0,4964000.0,3850000.0,3850000.0
Property Plant Equipment,477927000.0,477927000.0,488819000.0,488819000.0
Total Current Assets,284476000.0,284476000.0,113645000.0,113645000.0
Net Tangible Assets,542502000.0,542502000.0,386974000.0,386974000.0
Net Receivables,7025000.0,7025000.0,2901000.0,2901000.0
Long Term Debt,137022000.0,137022000.0,97792000.0,97792000.0
Inventory,27988000.0,27988000.0,23268000.0,23268000.0
Accounts Payable,29538000.0,29538000.0,11851000.0,11851000.0
Other Current Liab,,,127000.0,127000.0
Short Long Term Debt,,,36427000.0,36427000.0
