,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,94089000.0,94089000.0,91725000.0,91725000.0
Total Liab,672855000.0,672855000.0,697908000.0,697908000.0
Total Stockholder Equity,1014616000.0,1014616000.0,980247000.0,980247000.0
Minority Interest,1576000.0,1576000.0,1812000.0,1812000.0
Other Current Liab,22881000.0,22881000.0,13581000.0,13581000.0
Total Assets,1689047000.0,1689047000.0,1679967000.0,1679967000.0
Common Stock,878652000.0,878652000.0,878652000.0,878652000.0
Other Current Assets,42000.0,42000.0,131000.0,131000.0
Retained Earnings,144855000.0,144855000.0,109432000.0,109432000.0
Other Liab,14130000.0,14130000.0,16271000.0,16271000.0
Good Will,667550000.0,667550000.0,665712000.0,665712000.0
Treasury Stock,-8891000.0,-8891000.0,-7837000.0,-7837000.0
Other Assets,37797000.0,37797000.0,35591000.0,35591000.0
Cash,59022000.0,59022000.0,126300000.0,126300000.0
Total Current Liabilities,360252000.0,360252000.0,329429000.0,329429000.0
Deferred Long Term Asset Charges,37500000.0,37500000.0,34710000.0,34710000.0
Other Stockholder Equity,1789000.0,1789000.0,1397000.0,1397000.0
Property Plant Equipment,249962000.0,249962000.0,233169000.0,233169000.0
Total Current Assets,639649000.0,639649000.0,653770000.0,653770000.0
Net Tangible Assets,252977000.0,252977000.0,222810000.0,222810000.0
Net Receivables,147395000.0,147395000.0,155513000.0,155513000.0
Long Term Debt,170291000.0,170291000.0,229072000.0,229072000.0
Inventory,417964000.0,417964000.0,363049000.0,363049000.0
Accounts Payable,244160000.0,244160000.0,171478000.0,171478000.0
Short Long Term Debt,,,76000.0,76000.0
