,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,10231000000.0,10231000000.0,3122000000.0,3122000000.0
Total Liab,5367000000.0,5367000000.0,6386000000.0,6386000000.0
Total Stockholder Equity,6728000000.0,6728000000.0,6030000000.0,6030000000.0
Other Current Liab,1607000000.0,1607000000.0,1274000000.0,1274000000.0
Total Assets,12095000000.0,12095000000.0,12416000000.0,12416000000.0
Common Stock,9210000000.0,9210000000.0,8618000000.0,8618000000.0
Other Current Assets,176000000.0,176000000.0,247000000.0,247000000.0
Retained Earnings,-1785000000.0,-1785000000.0,-1967000000.0,-1967000000.0
Other Liab,870000000.0,870000000.0,859000000.0,859000000.0
Treasury Stock,-697000000.0,-697000000.0,-621000000.0,-621000000.0
Other Assets,176000000.0,176000000.0,488000000.0,488000000.0
Cash,445000000.0,445000000.0,349000000.0,349000000.0
Total Current Liabilities,1692000000.0,1692000000.0,1646000000.0,1646000000.0
Short Long Term Debt,40000000.0,40000000.0,284000000.0,284000000.0
Other Stockholder Equity,-696000000.0,-696000000.0,-620000000.0,-620000000.0
Property Plant Equipment,668000000.0,668000000.0,731000000.0,731000000.0
Total Current Assets,862000000.0,862000000.0,727000000.0,727000000.0
Long Term Investments,158000000.0,158000000.0,188000000.0,188000000.0
Net Tangible Assets,-3503000000.0,-3503000000.0,-4252000000.0,-4252000000.0
Short Term Investments,77000000.0,77000000.0,26000000.0,26000000.0
Net Receivables,110000000.0,110000000.0,72000000.0,72000000.0
Long Term Debt,2521000000.0,2521000000.0,3575000000.0,3575000000.0
Good Will,,,7160000000.0,7160000000.0
