,2017-12-31,2017-09-30,2017-06-30,2017-03-31
Intangible Assets,1407200000.0,1407200000.0,220900000.0,220900000.0
Total Liab,9362900000.0,9362900000.0,14687700000.0,14687700000.0
Total Stockholder Equity,6299200000.0,6299200000.0,6063400000.0,6063400000.0
Minority Interest,129900000.0,129900000.0,103100000.0,103100000.0
Other Current Liab,440500000.0,440500000.0,7021400000.0,7021400000.0
Total Assets,15792000000.0,15792000000.0,20854200000.0,20854200000.0
Common Stock,2499900000.0,2499900000.0,2406800000.0,2406800000.0
Other Current Assets,107600000.0,107600000.0,79500000.0,79500000.0
Retained Earnings,3857500000.0,3857500000.0,3686600000.0,3686600000.0
Other Liab,2410300000.0,2410300000.0,2069100000.0,2069100000.0
Treasury Stock,-58200000.0,-58200000.0,-30000000.0,-30000000.0
Other Assets,4768100000.0,4768100000.0,10714100000.0,10714100000.0
Cash,1545200000.0,1545200000.0,1249200000.0,1249200000.0
Total Current Liabilities,5409700000.0,5409700000.0,10757700000.0,10757700000.0
Deferred Long Term Asset Charges,148900000.0,148900000.0,129400000.0,129400000.0
Short Long Term Debt,1792500000.0,1792500000.0,2162000000.0,2162000000.0
Other Stockholder Equity,-14100000.0,-14100000.0,-5300000.0,-5300000.0
Property Plant Equipment,424700000.0,424700000.0,425800000.0,425800000.0
Total Current Assets,5493200000.0,5493200000.0,6261300000.0,6261300000.0
Long Term Investments,3698800000.0,3698800000.0,2037900000.0,2037900000.0
Net Tangible Assets,4892000000.0,4892000000.0,4648300000.0,4648300000.0
Net Receivables,2127000000.0,2127000000.0,2749200000.0,2749200000.0
Long Term Debt,1542900000.0,1542900000.0,1860500000.0,1860500000.0
Inventory,1713400000.0,1713400000.0,2152000000.0,2152000000.0
Accounts Payable,4719600000.0,4719600000.0,3413900000.0,3413900000.0
Good Will,,,1194200000.0,1194200000.0
