,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,833000.0,833000.0,897000.0,897000.0
Total Liab,482903000.0,482903000.0,455087000.0,455087000.0
Total Stockholder Equity,706319000.0,706319000.0,602359000.0,602359000.0
Minority Interest,78332000.0,78332000.0,88215000.0,88215000.0
Total Assets,1267554000.0,1267554000.0,1145661000.0,1145661000.0
Common Stock,668512000.0,668512000.0,548462000.0,548462000.0
Retained Earnings,51586000.0,51586000.0,70505000.0,70505000.0
Other Liab,175476000.0,175476000.0,157746000.0,157746000.0
Treasury Stock,-13779000.0,-13779000.0,-16608000.0,-16608000.0
Other Assets,62993000.0,62993000.0,60433000.0,60433000.0
Cash,262309000.0,262309000.0,171836000.0,171836000.0
Total Current Liabilities,68676000.0,68676000.0,105616000.0,105616000.0
Short Long Term Debt,21976000.0,21976000.0,37291000.0,37291000.0
Other Stockholder Equity,-13779000.0,-13779000.0,-16608000.0,-16608000.0
Property Plant Equipment,871026000.0,871026000.0,834264000.0,834264000.0
Total Current Assets,310204000.0,310204000.0,226896000.0,226896000.0
Long Term Investments,22498000.0,22498000.0,23171000.0,23171000.0
Net Tangible Assets,705486000.0,705486000.0,601462000.0,601462000.0
Net Receivables,17775000.0,17775000.0,16403000.0,16403000.0
Long Term Debt,210544000.0,210544000.0,163074000.0,163074000.0
Inventory,25826000.0,25826000.0,30336000.0,30336000.0
Accounts Payable,23770000.0,23770000.0,29228000.0,29228000.0
Other Current Assets,,,5668000.0,5668000.0
