,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,17150000.0,17150000.0,86416000.0,86416000.0
Total Liab,23138000.0,23138000.0,71601000.0,71601000.0
Total Stockholder Equity,93918000.0,93918000.0,72220000.0,72220000.0
Deferred Long Term Liab,651000.0,651000.0,863000.0,863000.0
Other Current Liab,14525000.0,14525000.0,14881000.0,14881000.0
Total Assets,117056000.0,117056000.0,143821000.0,143821000.0
Common Stock,95918000.0,95918000.0,94917000.0,94917000.0
Other Current Assets,2154000.0,2154000.0,2205000.0,2205000.0
Retained Earnings,-3502000.0,-3502000.0,-21284000.0,-21284000.0
Good Will,66805000.0,66805000.0,,
Treasury Stock,1502000.0,1502000.0,-1413000.0,-1413000.0
Other Assets,3111000.0,3111000.0,12330000.0,12330000.0
Cash,4843000.0,4843000.0,23111000.0,23111000.0
Total Current Liabilities,22434000.0,22434000.0,51069000.0,51069000.0
Deferred Long Term Asset Charges,1845000.0,1845000.0,9915000.0,9915000.0
Other Stockholder Equity,1502000.0,1502000.0,-1413000.0,-1413000.0
Property Plant Equipment,2778000.0,2778000.0,3675000.0,3675000.0
Total Current Assets,27212000.0,27212000.0,41400000.0,41400000.0
Net Tangible Assets,9963000.0,9963000.0,-14196000.0,-14196000.0
Net Receivables,17837000.0,17837000.0,16084000.0,16084000.0
Accounts Payable,326000.0,326000.0,2692000.0,2692000.0
Short Long Term Debt,,,28571000.0,28571000.0
Long Term Debt,,,19048000.0,19048000.0
