,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,10429000000.0,10429000000.0,10157000000.0,10157000000.0
Total Stockholder Equity,7227000000.0,7227000000.0,7298000000.0,7298000000.0
Other Current Liab,724000000.0,724000000.0,241000000.0,241000000.0
Total Assets,17656000000.0,17656000000.0,17455000000.0,17455000000.0
Common Stock,9013000000.0,9013000000.0,9019000000.0,9019000000.0
Other Current Assets,466000000.0,466000000.0,,
Retained Earnings,-865000000.0,-865000000.0,-758000000.0,-758000000.0
Other Liab,4249000000.0,4249000000.0,4309000000.0,4309000000.0
Good Will,383000000.0,383000000.0,481000000.0,481000000.0
Treasury Stock,-921000000.0,-921000000.0,-963000000.0,-963000000.0
Other Assets,1149000000.0,1149000000.0,1205000000.0,1205000000.0
Cash,1319000000.0,1319000000.0,1262000000.0,1262000000.0
Total Current Liabilities,1535000000.0,1535000000.0,1126000000.0,1126000000.0
Deferred Long Term Asset Charges,1041000000.0,1041000000.0,1081000000.0,1081000000.0
Short Long Term Debt,233000000.0,233000000.0,225000000.0,225000000.0
Other Stockholder Equity,-921000000.0,-921000000.0,-963000000.0,-963000000.0
Property Plant Equipment,12991000000.0,12991000000.0,12796000000.0,12796000000.0
Total Current Assets,2696000000.0,2696000000.0,2136000000.0,2136000000.0
Long Term Investments,437000000.0,437000000.0,837000000.0,837000000.0
Net Tangible Assets,6844000000.0,6844000000.0,6817000000.0,6817000000.0
Short Term Investments,1000000.0,1000000.0,25000000.0,25000000.0
Net Receivables,583000000.0,583000000.0,540000000.0,540000000.0
Long Term Debt,4309000000.0,4309000000.0,4435000000.0,4435000000.0
Inventory,288000000.0,288000000.0,284000000.0,284000000.0
Accounts Payable,365000000.0,365000000.0,549000000.0,549000000.0
