,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,543262000.0,543262000.0,592652000.0,592652000.0
Total Liab,2150901000.0,2150901000.0,2424181000.0,2424181000.0
Total Stockholder Equity,1916816000.0,1916816000.0,1910665000.0,1910665000.0
Minority Interest,552000.0,552000.0,4606000.0,4606000.0
Other Current Liab,674935000.0,674935000.0,821963000.0,821963000.0
Total Assets,4068269000.0,4068269000.0,4339452000.0,4339452000.0
Common Stock,1911420000.0,1911420000.0,1889733000.0,1889733000.0
Other Current Assets,501510000.0,501510000.0,724255000.0,724255000.0
Retained Earnings,38549000.0,38549000.0,-8058000.0,-8058000.0
Other Liab,171508000.0,171508000.0,207542000.0,207542000.0
Good Will,1434481000.0,1434481000.0,1449593000.0,1449593000.0
Treasury Stock,-33153000.0,-33153000.0,28990000.0,28990000.0
Other Assets,506747000.0,506747000.0,83739000.0,83739000.0
Cash,316471000.0,316471000.0,264092000.0,264092000.0
Total Current Liabilities,837517000.0,837517000.0,989687000.0,989687000.0
Deferred Long Term Asset Charges,61118000.0,61118000.0,56472000.0,56472000.0
Other Stockholder Equity,-33153000.0,-33153000.0,29310000.0,29310000.0
Property Plant Equipment,236565000.0,236565000.0,250429000.0,250429000.0
Total Current Assets,985794000.0,985794000.0,1178613000.0,1178613000.0
Long Term Investments,361420000.0,361420000.0,784426000.0,784426000.0
Net Tangible Assets,-60927000.0,-60927000.0,-131580000.0,-131580000.0
Net Receivables,167813000.0,167813000.0,190266000.0,190266000.0
Long Term Debt,933408000.0,933408000.0,1011651000.0,1011651000.0
Accounts Payable,23772000.0,23772000.0,38518000.0,38518000.0
